Variable:,tas
,"French Polynesia","Administrative unit not available"
1995,25.78,25.76
1996,25.79,25.79
1997,25.96,25.94
1998,25.95,25.93
1999,25.85,25.84
2000,25.96,25.95
2001,26.07,26.03
2002,26.01,26.01
2003,26.08,26.06
2004,26.12,26.08
2005,26.09,26.06
2006,26.05,26.03
2007,26.06,26.04
2008,26.20,26.17
2009,26.10,26.07
2010,26.21,26.20
2011,26.18,26.16
2012,26.19,26.16
2013,26.25,26.23
2014,26.12,26.11
