Variable:,tas
1995,26.80
1996,26.80
1997,26.88
1998,26.86
1999,26.93
2000,27.03
2001,27.20
2002,26.98
2003,27.05
2004,27.18
2005,27.04
2006,27.12
2007,26.97
2008,27.29
2009,27.17
2010,27.23
2011,27.18
2012,27.27
2013,27.26
2014,27.37
