Variable:,tas
,"American Samoa","Administrative unit not available"
1995,27.05,26.80
1996,27.07,26.79
1997,27.13,26.86
1998,27.08,26.86
1999,27.19,26.94
2000,27.29,27.00
2001,27.36,27.14
2002,27.20,26.93
2003,27.19,26.95
2004,27.23,26.97
2005,27.17,26.93
2006,27.32,27.11
2007,27.27,27.06
2008,27.23,27.02
2009,27.35,27.08
2010,27.31,26.98
2011,27.39,27.10
2012,27.39,27.14
2013,27.45,27.19
2014,27.42,27.12
