Variable:,tas
1995,6.46
1996,6.55
1997,6.49
1998,6.50
1999,6.50
2000,6.47
2001,6.80
2002,6.62
2003,6.69
2004,6.56
2005,6.64
2006,6.72
2007,6.73
2008,6.58
2009,6.66
2010,6.65
2011,6.57
2012,6.73
2013,6.83
2014,6.83
