Variable:,tas
,Svalbard,"Administrative unit not available"
2015,-2.97,-2.25
2016,-3.92,-3.00
2017,-1.84,-1.24
2018,-1.86,-1.11
2019,-2.53,-1.73
2020,-2.03,-1.32
2021,-1.75,-0.89
2022,-1.85,-0.96
2023,-2.87,-1.99
2024,-1.30,-0.48
2025,-2.37,-1.39
2026,-1.50,-0.66
2027,-1.74,-0.92
2028,-2.08,-1.31
2029,-2.37,-1.49
2030,-1.95,-1.17
2031,-2.07,-1.37
2032,-2.22,-1.50
2033,-1.31,-0.53
2034,-1.18,-0.40
2035,-1.53,-0.88
2036,-1.21,-0.54
2037,-0.78,-0.24
2038,-0.79,-0.13
2039,-0.84,-0.15
2040,-1.34,-0.58
2041,-0.43,0.34
2042,-0.72,-0.05
2043,0.43,1.08
2044,-0.15,0.41
2045,-0.32,0.39
2046,0.05,0.65
2047,0.71,1.11
2048,0.02,0.53
2049,0.65,1.17
2050,0.33,0.96
2051,-0.17,0.53
2052,-0.44,0.26
2053,-1.07,-0.37
2054,-0.35,0.20
2055,-0.48,0.25
2056,0.90,1.40
2057,0.51,0.95
2058,0.94,1.43
2059,0.81,1.36
2060,1.02,1.45
2061,0.65,1.31
2062,0.35,0.99
2063,0.90,1.32
2064,-0.04,0.55
2065,0.19,0.63
2066,0.45,0.91
2067,0.55,1.13
2068,-0.07,0.49
2069,0.05,0.64
2070,0.67,1.09
2071,0.44,0.99
2072,1.58,1.95
2073,1.27,1.59
2074,1.72,1.98
2075,1.42,1.84
2076,1.79,2.23
2077,1.93,2.36
2078,1.18,1.70
2079,1.74,2.11
2080,1.18,1.59
2081,0.82,1.43
2082,1.40,1.85
2083,1.04,1.54
2084,1.65,2.08
2085,2.02,2.27
2086,1.52,1.86
2087,1.38,1.66
2088,0.64,1.25
2089,0.72,1.41
2090,0.56,1.22
2091,0.59,1.17
2092,2.21,2.49
2093,2.12,2.37
2094,2.59,2.67
2095,2.53,2.65
2096,2.68,2.78
2097,1.52,1.85
2098,1.42,1.77
2099,1.22,1.70
2100,1.77,2.12
