Variable:,tas
,"Christmas Island","Administrative unit not available"
2015,27.12,27.21
2016,27.02,27.11
2017,27.04,27.08
2018,27.00,27.01
2019,27.22,27.27
2020,27.24,27.22
2021,27.26,27.34
2022,27.15,27.21
2023,27.17,27.25
2024,27.34,27.43
2025,27.26,27.30
2026,27.32,27.34
2027,27.23,27.26
2028,27.44,27.50
2029,27.42,27.50
2030,27.34,27.44
2031,27.40,27.47
2032,27.49,27.58
2033,27.31,27.38
2034,27.43,27.48
2035,27.56,27.62
2036,27.49,27.51
2037,27.51,27.63
2038,27.53,27.57
2039,27.66,27.68
2040,27.51,27.61
2041,27.58,27.62
2042,27.55,27.60
2043,27.59,27.70
2044,27.78,27.78
2045,27.71,27.75
2046,27.82,27.85
2047,27.67,27.71
2048,27.59,27.65
2049,27.57,27.63
2050,27.69,27.76
2051,27.78,27.80
2052,27.66,27.70
2053,27.66,27.73
2054,27.68,27.71
2055,27.70,27.80
2056,27.86,27.87
2057,27.75,27.82
2058,27.73,27.72
2059,27.72,27.80
2060,28.00,28.05
2061,27.85,27.86
2062,27.72,27.81
2063,27.93,27.97
2064,27.91,27.89
2065,27.67,27.71
2066,27.81,27.80
2067,27.95,27.94
2068,27.77,27.82
2069,27.74,27.80
2070,27.90,27.93
2071,27.95,27.93
2072,27.86,27.89
2073,27.84,27.85
2074,28.03,28.03
2075,27.75,27.83
2076,27.96,28.05
2077,27.80,27.88
2078,27.85,27.85
2079,27.89,27.86
2080,27.76,27.85
2081,27.89,27.88
2082,27.88,27.91
2083,27.87,27.93
2084,27.95,27.97
2085,27.82,27.90
2086,27.72,27.78
2087,27.86,27.92
2088,28.04,28.07
2089,27.81,27.88
2090,27.67,27.80
2091,27.82,27.87
2092,27.98,28.01
2093,27.95,28.07
2094,27.93,27.94
2095,27.75,27.89
2096,27.97,28.01
2097,28.00,28.03
2098,27.79,27.88
2099,27.88,27.91
2100,27.81,27.93
