Variable:,tas
,Aruba,"Administrative unit not available"
2015,28.16,28.49
2016,28.20,28.61
2017,28.12,28.53
2018,28.16,28.56
2019,28.29,28.74
2020,28.23,28.63
2021,28.22,28.62
2022,28.25,28.67
2023,28.31,28.75
2024,28.41,28.94
2025,28.45,28.88
2026,28.35,28.74
2027,28.62,29.04
2028,28.60,29.02
2029,28.53,28.94
2030,28.58,29.00
2031,28.58,29.01
2032,28.48,28.94
2033,28.46,28.88
2034,28.65,29.07
2035,28.61,29.04
2036,28.60,29.02
2037,28.70,29.12
2038,28.65,29.07
2039,28.62,29.11
2040,28.69,29.10
2041,28.51,28.95
2042,28.76,29.19
2043,28.76,29.19
2044,28.90,29.34
2045,28.87,29.21
2046,28.87,29.30
2047,28.85,29.30
2048,28.80,29.25
2049,28.96,29.38
2050,28.97,29.38
2051,28.85,29.23
2052,29.02,29.48
2053,28.71,29.18
2054,28.85,29.20
2055,28.85,29.30
2056,28.93,29.40
2057,28.78,29.26
2058,28.86,29.29
2059,29.09,29.46
2060,29.06,29.47
2061,28.89,29.29
2062,29.27,29.72
2063,29.14,29.51
2064,29.02,29.48
2065,28.77,29.17
2066,28.94,29.35
2067,29.06,29.48
2068,28.89,29.34
2069,29.01,29.41
2070,29.11,29.52
2071,28.97,29.41
2072,28.91,29.37
2073,29.24,29.72
2074,29.00,29.42
2075,28.91,29.34
2076,28.96,29.38
2077,29.10,29.56
2078,29.00,29.41
2079,29.11,29.53
2080,29.06,29.40
2081,29.06,29.45
2082,29.12,29.44
2083,28.71,29.15
2084,28.99,29.43
2085,28.93,29.42
2086,29.14,29.68
2087,29.26,29.68
2088,29.08,29.49
2089,28.87,29.32
2090,29.05,29.48
2091,29.18,29.63
2092,29.21,29.58
2093,29.10,29.53
2094,29.12,29.57
2095,29.03,29.45
2096,28.90,29.32
2097,29.04,29.48
2098,29.01,29.46
2099,28.98,29.44
2100,28.98,29.38
