Variable:,tas
,Monaco,"Administrative unit not available"
2015,11.74,17.59
2016,11.46,17.35
2017,11.99,17.66
2018,11.39,17.37
2019,11.33,17.27
2020,11.56,17.50
2021,11.75,17.68
2022,11.68,17.73
2023,11.82,17.74
2024,11.77,17.74
2025,11.95,17.77
2026,11.72,17.66
2027,11.66,17.57
2028,12.04,17.79
2029,12.01,17.89
2030,12.09,18.00
2031,12.10,17.80
2032,11.96,17.81
2033,11.86,17.79
2034,12.09,18.02
2035,11.96,17.80
2036,12.13,17.93
2037,12.19,17.96
2038,12.55,18.49
2039,12.38,18.26
2040,12.32,18.15
2041,12.46,18.24
2042,12.37,18.33
2043,12.21,18.08
2044,12.66,18.26
2045,12.70,18.43
2046,12.38,18.21
2047,12.34,18.21
2048,12.30,18.35
2049,12.81,18.46
2050,12.89,18.48
2051,12.61,18.23
2052,12.66,18.41
2053,12.56,18.34
2054,12.58,18.43
2055,12.43,18.41
2056,12.46,18.24
2057,12.51,18.39
2058,12.80,18.73
2059,12.49,18.38
2060,12.65,18.50
2061,13.09,18.88
2062,12.68,18.54
2063,12.48,18.29
2064,13.03,18.76
2065,12.68,18.25
2066,12.70,18.60
2067,12.83,18.69
2068,12.87,18.75
2069,12.86,18.68
2070,12.61,18.42
2071,12.80,18.40
2072,12.30,18.32
2073,12.40,18.45
2074,12.88,18.78
2075,13.09,18.86
2076,12.69,18.45
2077,12.59,18.44
2078,13.05,18.75
2079,13.06,18.84
2080,13.07,18.72
2081,13.02,18.67
2082,12.98,18.65
2083,12.84,18.69
2084,13.06,19.06
2085,13.19,19.06
2086,12.88,18.76
2087,12.57,18.39
2088,12.51,18.47
2089,12.98,18.71
2090,12.90,18.73
2091,13.15,18.85
2092,13.14,18.86
2093,13.14,18.81
2094,12.87,18.77
2095,12.57,18.63
2096,12.93,18.74
2097,12.75,18.66
2098,12.71,18.68
2099,12.85,18.57
2100,13.07,18.96
