Variable:,tas
,"French Polynesia","Administrative unit not available"
2015,26.24,26.23
2016,26.23,26.22
2017,26.21,26.19
2018,26.21,26.18
2019,26.32,26.29
2020,26.46,26.41
2021,26.37,26.34
2022,26.36,26.32
2023,26.33,26.32
2024,26.49,26.47
2025,26.33,26.32
2026,26.52,26.49
2027,26.52,26.49
2028,26.47,26.44
2029,26.49,26.46
2030,26.46,26.43
2031,26.51,26.48
2032,26.48,26.46
2033,26.56,26.54
2034,26.67,26.64
2035,26.56,26.53
2036,26.66,26.63
2037,26.67,26.66
2038,26.68,26.65
2039,26.70,26.68
2040,26.63,26.61
2041,26.61,26.60
2042,26.66,26.64
2043,26.71,26.69
2044,26.69,26.67
2045,26.64,26.63
2046,26.87,26.81
2047,26.77,26.75
2048,26.90,26.85
2049,26.76,26.73
2050,26.80,26.79
2051,26.87,26.83
2052,26.75,26.73
2053,26.69,26.67
2054,26.79,26.76
2055,26.78,26.77
2056,26.95,26.91
2057,26.81,26.78
2058,26.81,26.78
2059,26.99,26.93
2060,26.91,26.88
2061,26.79,26.77
2062,26.97,26.94
2063,26.91,26.87
2064,26.89,26.86
2065,26.82,26.78
2066,26.89,26.84
2067,26.97,26.94
2068,26.89,26.85
2069,26.89,26.85
2070,27.04,27.02
2071,26.83,26.81
2072,26.85,26.81
2073,27.04,26.99
2074,26.93,26.90
2075,26.90,26.86
2076,27.05,27.00
2077,26.86,26.83
2078,26.93,26.88
2079,27.00,26.96
2080,26.96,26.93
2081,26.90,26.87
2082,27.02,26.98
2083,26.92,26.88
2084,26.80,26.77
2085,26.91,26.87
2086,27.03,26.99
2087,26.94,26.90
2088,26.91,26.88
2089,27.06,27.01
2090,26.83,26.80
2091,26.90,26.86
2092,26.95,26.92
2093,26.99,26.96
2094,26.99,26.96
2095,26.93,26.90
2096,26.95,26.91
2097,26.99,26.95
2098,26.82,26.81
2099,27.00,26.97
2100,26.91,26.89
