Variable:,tas
,"New Caledonia","Administrative unit not available"
2015,23.40,23.76
2016,23.25,23.66
2017,23.48,23.89
2018,23.30,23.70
2019,23.38,23.75
2020,23.66,24.03
2021,23.49,23.93
2022,23.58,23.99
2023,23.71,24.05
2024,23.66,24.06
2025,23.76,24.16
2026,23.78,24.19
2027,23.59,23.97
2028,23.67,24.03
2029,23.71,24.11
2030,23.72,24.14
2031,23.72,24.13
2032,23.79,24.20
2033,23.94,24.30
2034,23.77,24.16
2035,23.88,24.27
2036,24.07,24.43
2037,23.91,24.35
2038,23.83,24.20
2039,23.92,24.31
2040,23.94,24.37
2041,23.84,24.23
2042,23.93,24.31
2043,24.02,24.43
2044,23.97,24.36
2045,23.90,24.31
2046,23.90,24.31
2047,23.97,24.35
2048,24.02,24.37
2049,24.08,24.50
2050,23.96,24.34
2051,24.12,24.54
2052,23.90,24.29
2053,24.24,24.65
2054,23.99,24.38
2055,24.06,24.47
2056,24.15,24.55
2057,24.11,24.54
2058,24.06,24.48
2059,24.13,24.58
2060,24.28,24.69
2061,24.17,24.59
2062,24.17,24.56
2063,24.32,24.71
2064,24.13,24.51
2065,24.00,24.42
2066,24.01,24.44
2067,24.41,24.79
2068,24.21,24.62
2069,24.10,24.50
2070,24.26,24.65
2071,24.22,24.65
2072,24.23,24.62
2073,23.96,24.39
2074,24.23,24.63
2075,24.01,24.45
2076,23.86,24.26
2077,24.22,24.63
2078,24.08,24.49
2079,23.98,24.37
2080,24.00,24.43
2081,24.06,24.44
2082,24.42,24.82
2083,24.27,24.69
2084,24.20,24.56
2085,24.27,24.64
2086,24.07,24.49
2087,24.28,24.70
2088,24.33,24.72
2089,24.16,24.52
2090,24.18,24.58
2091,24.19,24.60
2092,24.20,24.64
2093,23.98,24.36
2094,24.27,24.64
2095,23.93,24.33
2096,24.04,24.44
2097,24.22,24.61
2098,24.15,24.53
2099,24.06,24.46
2100,24.31,24.72
