Variable:,tas
,Gibraltar,"Administrative unit not available"
2015,19.41,19.50
2016,19.19,19.12
2017,19.00,19.05
2018,19.20,18.98
2019,19.09,19.12
2020,19.18,19.19
2021,19.12,19.04
2022,19.24,19.14
2023,19.44,19.25
2024,19.50,19.47
2025,19.21,19.13
2026,19.43,19.33
2027,19.22,19.15
2028,19.28,19.32
2029,19.67,19.69
2030,19.45,19.43
2031,19.40,19.17
2032,19.72,19.72
2033,19.52,19.43
2034,19.58,19.51
2035,19.46,19.50
2036,19.67,19.64
2037,19.68,19.70
2038,20.08,20.03
2039,19.92,19.54
2040,19.73,19.55
2041,19.99,19.79
2042,19.88,19.78
2043,19.72,19.62
2044,19.78,19.64
2045,20.06,20.05
2046,19.85,19.75
2047,20.17,20.13
2048,20.39,20.04
2049,20.01,19.80
2050,20.03,19.81
2051,19.92,19.96
2052,19.96,19.72
2053,19.76,19.77
2054,19.95,19.88
2055,19.80,19.80
2056,19.85,19.63
2057,19.83,19.72
2058,19.96,19.85
2059,19.88,19.80
2060,19.88,19.72
2061,20.15,20.01
2062,20.01,19.84
2063,19.87,19.72
2064,20.18,19.94
2065,19.67,19.57
2066,19.97,19.77
2067,20.11,19.90
2068,20.00,19.98
2069,20.01,19.89
2070,20.00,19.95
2071,19.97,19.78
2072,20.09,19.93
2073,19.76,19.66
2074,19.87,19.90
2075,19.93,19.71
2076,20.05,19.93
2077,20.14,20.11
2078,20.15,20.01
2079,20.27,19.94
2080,20.25,20.05
2081,20.02,19.80
2082,19.95,19.79
2083,20.11,19.74
2084,19.95,19.76
2085,20.30,20.07
2086,19.84,19.60
2087,20.32,20.14
2088,20.06,19.99
2089,20.14,19.93
2090,20.10,19.89
2091,20.12,19.82
2092,20.16,20.13
2093,20.20,20.04
2094,20.09,19.81
2095,20.05,20.03
2096,20.15,19.91
2097,20.14,20.02
2098,20.18,20.02
2099,20.14,19.96
2100,20.02,19.66
