Variable:,tas
1995,24.33
1996,24.39
1997,24.49
1998,24.52
1999,24.61
2000,24.61
2001,24.66
2002,24.54
2003,24.64
2004,24.63
2005,24.74
2006,24.69
2007,24.83
2008,24.81
2009,24.99
2010,24.74
2011,24.78
2012,25.12
2013,25.08
2014,25.00
