Variable:,tas
,"Marshall Islands","Administrative unit not available"
1995,27.22,27.08
1996,27.31,27.15
1997,27.30,27.18
1998,27.29,27.19
1999,27.40,27.25
2000,27.43,27.29
2001,27.43,27.32
2002,27.49,27.39
2003,27.52,27.39
2004,27.57,27.46
2005,27.54,27.42
2006,27.55,27.46
2007,27.60,27.50
2008,27.63,27.51
2009,27.50,27.41
2010,27.65,27.51
2011,27.72,27.57
2012,27.63,27.52
2013,27.79,27.66
2014,27.62,27.51
