Variable:,tas
,"Christmas Island","Administrative unit not available"
1995,26.71,26.73
1996,26.57,26.60
1997,26.71,26.81
1998,26.65,26.71
1999,26.59,26.70
2000,26.73,26.80
2001,26.92,26.95
2002,26.71,26.80
2003,26.68,26.77
2004,26.99,26.99
2005,26.84,26.91
2006,26.91,26.93
2007,26.83,26.91
2008,26.90,26.96
2009,26.92,26.98
2010,26.94,27.03
2011,27.00,27.09
2012,27.00,27.12
2013,27.14,27.16
2014,27.09,27.13
