Variable:,tas
,"Cook Islands","Administrative unit not available"
1995,24.78,24.93
1996,24.61,24.78
1997,24.53,24.71
1998,24.64,24.78
1999,24.86,25.02
2000,24.72,24.87
2001,24.76,24.91
2002,24.77,24.96
2003,24.56,24.76
2004,24.98,25.14
2005,24.83,24.99
2006,24.76,24.96
2007,24.79,25.03
2008,24.85,25.02
2009,24.75,24.92
2010,24.75,24.93
2011,24.82,25.00
2012,24.79,24.99
2013,25.01,25.16
2014,25.04,25.19
