Variable:,tas
1995,22.67
1996,22.71
1997,22.87
1998,22.95
1999,22.90
2000,22.87
2001,22.90
2002,23.11
2003,22.98
2004,23.08
2005,22.95
2006,23.03
2007,23.12
2008,23.03
2009,23.12
2010,23.16
2011,23.08
2012,23.16
2013,23.24
2014,23.19
