Variable:,tas
1995,26.48
1996,26.49
1997,26.75
1998,26.67
1999,26.71
2000,26.65
2001,26.82
2002,26.90
2003,26.83
2004,26.91
2005,26.76
2006,26.75
2007,26.86
2008,27.01
2009,26.95
2010,26.97
2011,26.97
2012,27.06
2013,27.01
2014,26.97
