Variable:,tas
1995,25.35
1996,25.28
1997,25.43
1998,25.38
1999,25.45
2000,25.56
2001,25.64
2002,25.48
2003,25.69
2004,25.63
2005,25.61
2006,25.64
2007,25.63
2008,25.74
2009,25.69
2010,25.71
2011,25.68
2012,25.82
2013,25.72
2014,25.92
