Variable:,tas
,"British Indian Ocean Territory","Administrative unit not available"
2015,27.06,26.72
2016,27.02,26.68
2017,26.99,26.63
2018,27.16,26.84
2019,27.20,26.84
2020,27.21,26.88
2021,27.20,26.84
2022,27.27,26.94
2023,27.21,26.86
2024,27.33,26.95
2025,27.30,26.93
2026,27.35,27.02
2027,27.31,26.97
2028,27.27,26.93
2029,27.37,27.03
2030,27.30,26.93
2031,27.38,27.02
2032,27.40,27.03
2033,27.46,27.10
2034,27.39,27.03
2035,27.42,27.08
2036,27.54,27.20
2037,27.50,27.15
2038,27.44,27.09
2039,27.51,27.15
2040,27.47,27.12
2041,27.52,27.14
2042,27.54,27.19
2043,27.60,27.22
2044,27.59,27.23
2045,27.54,27.18
2046,27.67,27.34
2047,27.53,27.20
2048,27.56,27.17
2049,27.74,27.36
2050,27.75,27.39
2051,27.73,27.33
2052,27.52,27.14
2053,27.72,27.35
2054,27.65,27.29
2055,27.67,27.34
2056,27.66,27.32
2057,27.67,27.29
2058,27.67,27.30
2059,27.60,27.22
2060,27.81,27.45
2061,27.69,27.31
2062,27.70,27.37
2063,27.58,27.27
2064,27.66,27.28
2065,27.57,27.23
2066,27.79,27.45
2067,27.77,27.43
2068,27.71,27.36
2069,27.71,27.36
2070,27.78,27.40
2071,27.75,27.39
2072,27.72,27.36
2073,27.72,27.37
2074,27.66,27.34
2075,27.68,27.31
2076,27.82,27.46
2077,27.75,27.38
2078,27.83,27.47
2079,27.81,27.44
2080,27.73,27.35
2081,27.71,27.36
2082,27.74,27.42
2083,27.67,27.29
2084,27.78,27.37
2085,27.53,27.20
2086,27.75,27.40
2087,27.62,27.25
2088,27.70,27.33
2089,27.58,27.21
2090,27.54,27.17
2091,27.64,27.25
2092,27.69,27.34
2093,27.67,27.31
2094,27.73,27.40
2095,27.69,27.32
2096,27.58,27.22
2097,27.76,27.37
2098,27.64,27.26
2099,27.60,27.26
2100,27.68,27.34
