Variable:,tas
,Kiribati,"Administrative unit not available"
2015,27.16,27.01
2016,27.13,26.95
2017,27.15,27.01
2018,27.44,27.19
2019,27.69,27.43
2020,27.46,27.25
2021,27.55,27.32
2022,27.24,27.04
2023,27.39,27.22
2024,27.46,27.27
2025,27.35,27.17
2026,27.54,27.31
2027,27.35,27.17
2028,27.56,27.33
2029,27.66,27.41
2030,27.77,27.44
2031,27.78,27.54
2032,27.55,27.29
2033,27.69,27.44
2034,27.63,27.32
2035,27.57,27.39
2036,27.94,27.68
2037,27.84,27.55
2038,27.85,27.58
2039,27.82,27.57
2040,27.44,27.22
2041,27.71,27.44
2042,28.14,27.85
2043,27.92,27.75
2044,27.58,27.40
2045,27.84,27.54
2046,28.04,27.77
2047,27.88,27.55
2048,27.88,27.62
2049,28.04,27.83
2050,27.92,27.71
2051,27.85,27.62
2052,27.67,27.49
2053,27.91,27.65
2054,27.78,27.60
2055,28.04,27.82
2056,28.23,27.88
2057,27.86,27.67
2058,28.02,27.78
2059,28.04,27.81
2060,27.80,27.67
2061,28.01,27.75
2062,28.15,27.92
2063,27.77,27.48
2064,27.74,27.58
2065,27.90,27.63
2066,28.12,27.91
2067,27.85,27.64
2068,27.93,27.70
2069,28.15,27.89
2070,28.24,27.93
2071,28.06,27.84
2072,27.71,27.53
2073,28.30,28.03
2074,28.04,27.76
2075,27.94,27.69
2076,28.06,27.80
2077,28.06,27.79
2078,28.22,27.93
2079,28.00,27.81
2080,27.86,27.68
2081,28.37,28.03
2082,28.20,27.88
2083,27.94,27.72
2084,28.18,27.93
2085,28.05,27.80
2086,28.15,27.93
2087,28.04,27.75
2088,27.79,27.54
2089,27.80,27.57
2090,27.94,27.75
2091,28.28,27.93
2092,27.69,27.52
2093,27.75,27.55
2094,27.97,27.73
2095,27.90,27.68
2096,27.90,27.71
2097,27.76,27.62
2098,28.00,27.79
2099,27.75,27.50
2100,27.97,27.75
