Variable:,tas
,Kiribati,"Administrative unit not available"
2015,27.04,26.80
2016,27.17,26.99
2017,27.34,27.12
2018,27.24,27.01
2019,26.98,26.80
2020,27.08,26.89
2021,27.48,27.21
2022,27.41,27.14
2023,27.40,27.18
2024,27.54,27.33
2025,27.46,27.19
2026,27.53,27.29
2027,27.58,27.38
2028,27.54,27.31
2029,27.66,27.37
2030,27.58,27.32
2031,27.84,27.58
2032,27.77,27.53
2033,27.37,27.25
2034,27.53,27.34
2035,27.41,27.22
2036,27.59,27.41
2037,28.02,27.82
2038,27.88,27.64
2039,27.71,27.53
2040,27.84,27.56
2041,27.93,27.70
2042,27.81,27.63
2043,27.84,27.63
2044,27.63,27.46
2045,27.89,27.66
2046,27.95,27.72
2047,27.95,27.74
2048,28.33,28.04
2049,27.97,27.75
2050,27.93,27.73
2051,27.94,27.77
2052,28.34,28.09
2053,27.96,27.74
2054,28.07,27.82
2055,28.00,27.83
2056,28.30,28.06
2057,28.31,28.06
2058,28.21,27.95
2059,28.58,28.33
2060,28.57,28.28
2061,28.20,27.91
2062,28.12,27.96
2063,28.29,28.10
2064,28.20,28.01
2065,28.54,28.25
2066,28.28,28.07
2067,28.11,27.92
2068,28.69,28.42
2069,28.49,28.17
2070,28.41,28.17
2071,28.39,28.10
2072,28.56,28.35
2073,28.74,28.49
2074,28.33,28.07
2075,28.41,28.20
2076,28.80,28.50
2077,28.56,28.35
2078,28.50,28.31
2079,28.54,28.32
2080,28.73,28.43
2081,28.46,28.30
2082,28.67,28.44
2083,28.69,28.48
2084,28.56,28.37
2085,28.90,28.63
2086,28.90,28.61
2087,28.73,28.47
2088,28.73,28.46
2089,28.69,28.54
2090,28.88,28.61
2091,28.68,28.44
2092,28.93,28.66
2093,28.68,28.44
2094,29.07,28.73
2095,28.71,28.50
2096,28.73,28.51
2097,28.62,28.45
2098,28.88,28.62
2099,28.82,28.63
2100,28.90,28.68
