Variable:,tas
,"Norfolk Island","Administrative unit not available"
2015,20.15,19.99
2016,19.97,19.88
2017,19.93,19.77
2018,20.11,20.05
2019,20.03,19.84
2020,20.11,19.98
2021,20.24,20.15
2022,20.18,20.01
2023,19.97,19.85
2024,20.21,20.10
2025,20.26,20.09
2026,20.33,20.20
2027,20.37,20.20
2028,20.31,20.13
2029,20.18,20.04
2030,20.32,20.22
2031,20.31,20.20
2032,20.07,19.95
2033,20.14,20.02
2034,20.44,20.29
2035,20.52,20.39
2036,20.50,20.32
2037,20.29,20.19
2038,20.52,20.42
2039,20.34,20.25
2040,20.29,20.23
2041,20.47,20.26
2042,20.36,20.22
2043,20.28,20.14
2044,20.29,20.12
2045,20.39,20.15
2046,20.33,20.20
2047,20.52,20.42
2048,20.55,20.40
2049,20.35,20.20
2050,20.62,20.48
2051,20.43,20.31
2052,20.28,20.19
2053,20.12,20.05
2054,20.31,20.19
2055,20.41,20.27
2056,20.38,20.25
2057,20.36,20.14
2058,20.38,20.22
2059,20.57,20.43
2060,20.53,20.36
2061,20.42,20.26
2062,20.28,20.06
2063,20.21,20.13
2064,20.44,20.33
2065,20.41,20.28
2066,20.29,20.10
2067,20.30,20.21
2068,20.22,20.14
2069,20.39,20.26
2070,20.26,20.14
2071,20.22,20.16
2072,20.34,20.25
2073,20.49,20.36
2074,20.19,20.12
2075,20.37,20.19
2076,20.23,20.08
2077,20.09,19.93
2078,20.31,20.18
2079,20.03,19.88
2080,20.31,20.22
2081,20.17,20.13
2082,20.40,20.31
2083,20.22,20.22
2084,20.31,20.10
2085,20.37,20.18
2086,20.10,19.91
2087,20.15,20.07
2088,20.37,20.22
2089,20.28,20.13
2090,20.24,20.11
2091,20.18,20.07
2092,20.27,20.15
2093,20.29,20.09
2094,20.16,20.03
2095,20.13,20.05
2096,20.24,20.08
2097,20.16,20.04
2098,20.10,20.01
2099,20.21,20.09
2100,20.16,20.04
