Variable:,tas
,"Cocos (Keeling) Islands","Administrative unit not available"
2015,26.66,26.41
2016,26.59,26.32
2017,26.70,26.36
2018,26.77,26.43
2019,26.86,26.56
2020,26.75,26.41
2021,26.67,26.39
2022,26.61,26.29
2023,26.77,26.45
2024,26.88,26.52
2025,26.83,26.52
2026,26.94,26.58
2027,26.82,26.54
2028,26.91,26.57
2029,26.97,26.63
2030,26.90,26.63
2031,26.94,26.63
2032,26.98,26.71
2033,26.96,26.57
2034,27.01,26.65
2035,27.07,26.73
2036,27.02,26.69
2037,27.07,26.77
2038,27.05,26.69
2039,27.12,26.76
2040,27.22,26.86
2041,27.16,26.86
2042,27.22,26.91
2043,27.14,26.83
2044,27.17,26.89
2045,27.21,26.88
2046,27.25,26.96
2047,27.20,26.91
2048,27.33,26.98
2049,27.43,27.11
2050,27.30,26.97
2051,27.38,27.04
2052,27.33,27.05
2053,27.37,27.04
2054,27.45,27.12
2055,27.41,27.09
2056,27.54,27.17
2057,27.55,27.17
2058,27.50,27.16
2059,27.45,27.11
2060,27.60,27.28
2061,27.59,27.24
2062,27.53,27.26
2063,27.59,27.26
2064,27.49,27.18
2065,27.53,27.27
2066,27.56,27.18
2067,27.65,27.32
2068,27.66,27.33
2069,27.63,27.24
2070,27.60,27.32
2071,27.65,27.27
2072,27.69,27.37
2073,27.77,27.42
2074,27.71,27.36
2075,27.67,27.29
2076,27.75,27.48
2077,27.85,27.51
2078,27.75,27.50
2079,27.71,27.37
2080,27.80,27.50
2081,27.93,27.55
2082,27.91,27.63
2083,27.94,27.66
2084,27.93,27.60
2085,27.83,27.45
2086,27.85,27.51
2087,27.91,27.60
2088,27.96,27.60
2089,27.88,27.54
2090,27.97,27.61
2091,28.05,27.69
2092,28.07,27.67
2093,27.98,27.63
2094,28.06,27.71
2095,28.00,27.67
2096,28.02,27.69
2097,27.99,27.63
2098,27.94,27.62
2099,28.01,27.66
2100,28.20,27.89
