Variable:,tas
,Tonga,"Administrative unit not available"
2015,24.96,24.81
2016,24.92,24.75
2017,25.07,24.86
2018,24.94,24.76
2019,25.12,24.97
2020,25.03,24.84
2021,25.09,24.93
2022,25.17,25.00
2023,25.10,24.96
2024,25.19,25.04
2025,25.33,25.15
2026,25.32,25.12
2027,25.22,25.05
2028,25.14,25.00
2029,25.16,25.02
2030,25.32,25.16
2031,25.12,24.97
2032,25.11,24.94
2033,25.37,25.23
2034,25.28,25.12
2035,25.49,25.33
2036,25.38,25.19
2037,25.30,25.17
2038,25.45,25.25
2039,25.49,25.30
2040,25.44,25.29
2041,25.56,25.38
2042,25.47,25.32
2043,25.51,25.38
2044,25.50,25.33
2045,25.65,25.49
2046,25.55,25.41
2047,25.52,25.37
2048,25.60,25.42
2049,25.61,25.46
2050,25.59,25.46
2051,25.72,25.57
2052,25.68,25.52
2053,25.65,25.53
2054,25.69,25.55
2055,25.77,25.60
2056,25.76,25.63
2057,25.82,25.69
2058,25.83,25.67
2059,25.88,25.71
2060,25.83,25.69
2061,25.90,25.72
2062,25.85,25.66
2063,25.85,25.71
2064,25.82,25.70
2065,25.97,25.80
2066,25.82,25.72
2067,25.85,25.68
2068,25.83,25.71
2069,26.01,25.84
2070,26.09,25.89
2071,26.03,25.87
2072,25.88,25.74
2073,25.94,25.78
2074,26.08,25.90
2075,26.13,25.98
2076,25.97,25.84
2077,26.07,25.93
2078,26.26,26.11
2079,26.01,25.90
2080,25.99,25.84
2081,25.97,25.80
2082,26.19,26.03
2083,26.13,26.01
2084,26.15,25.98
2085,26.23,26.04
2086,26.07,25.95
2087,26.27,26.08
2088,26.09,25.94
2089,26.19,26.03
2090,26.00,25.88
2091,26.24,26.08
2092,26.24,26.07
2093,26.35,26.22
2094,26.39,26.24
2095,26.28,26.12
2096,26.26,26.08
2097,26.26,26.12
2098,26.20,26.05
2099,26.31,26.17
2100,26.36,26.21
