Variable:,tas
,Aruba,"Administrative unit not available"
2015,27.66,28.03
2016,27.67,28.09
2017,27.66,28.06
2018,27.71,28.13
2019,27.78,28.18
2020,27.80,28.22
2021,27.86,28.28
2022,27.84,28.23
2023,27.80,28.24
2024,27.96,28.40
2025,27.94,28.35
2026,28.01,28.41
2027,28.10,28.53
2028,28.06,28.42
2029,28.12,28.53
2030,28.07,28.46
2031,28.04,28.47
2032,28.09,28.54
2033,28.07,28.46
2034,28.12,28.54
2035,27.98,28.39
2036,28.17,28.60
2037,28.27,28.67
2038,28.22,28.64
2039,28.23,28.62
2040,28.21,28.58
2041,28.13,28.60
2042,28.30,28.77
2043,28.32,28.73
2044,28.19,28.61
2045,28.23,28.66
2046,28.49,28.92
2047,28.32,28.69
2048,28.34,28.76
2049,28.44,28.84
2050,28.33,28.77
2051,28.35,28.76
2052,28.34,28.76
2053,28.20,28.61
2054,28.25,28.64
2055,28.30,28.75
2056,28.36,28.78
2057,28.46,28.86
2058,28.51,28.95
2059,28.47,28.91
2060,28.48,28.91
2061,28.38,28.83
2062,28.44,28.92
2063,28.34,28.74
2064,28.34,28.74
2065,28.27,28.71
2066,28.34,28.73
2067,28.46,28.89
2068,28.46,28.87
2069,28.51,28.96
2070,28.43,28.83
2071,28.36,28.80
2072,28.28,28.68
2073,28.44,28.89
2074,28.60,29.04
2075,28.42,28.83
2076,28.44,28.87
2077,28.35,28.76
2078,28.52,28.96
2079,28.44,28.87
2080,28.36,28.75
2081,28.56,29.00
2082,28.51,28.93
2083,28.40,28.83
2084,28.34,28.73
2085,28.31,28.75
2086,28.28,28.70
2087,28.33,28.74
2088,28.37,28.75
2089,28.31,28.75
2090,28.35,28.76
2091,28.50,28.95
2092,28.43,28.83
2093,28.40,28.83
2094,28.41,28.86
2095,28.45,28.86
2096,28.23,28.65
2097,28.39,28.79
2098,28.26,28.70
2099,28.37,28.80
2100,28.28,28.68
