Variable:,tasmin
,"Christmas Island","Administrative unit not available"
2015,24.05,24.88
2016,24.13,24.94
2017,24.22,25.07
2018,24.27,25.05
2019,24.21,25.01
2020,24.23,25.05
2021,24.26,25.10
2022,24.16,24.97
2023,24.30,25.08
2024,24.27,25.09
2025,24.35,25.07
2026,24.42,25.19
2027,24.33,25.15
2028,24.48,25.25
2029,24.36,25.20
2030,24.35,25.19
2031,24.54,25.31
2032,24.29,25.14
2033,24.37,25.13
2034,24.53,25.32
2035,24.71,25.53
2036,24.54,25.37
2037,24.59,25.32
2038,24.63,25.40
2039,24.61,25.44
2040,24.56,25.32
2041,24.83,25.63
2042,24.53,25.34
2043,24.48,25.31
2044,24.58,25.35
2045,24.56,25.38
2046,24.61,25.37
2047,24.42,25.20
2048,24.54,25.42
2049,24.55,25.38
2050,24.53,25.34
2051,24.54,25.33
2052,24.57,25.32
2053,24.71,25.47
2054,24.60,25.37
2055,24.42,25.19
2056,24.52,25.32
2057,24.55,25.32
2058,24.50,25.30
2059,24.65,25.43
2060,24.44,25.19
2061,24.64,25.44
2062,24.56,25.34
2063,24.56,25.34
2064,24.42,25.20
2065,24.40,25.21
2066,24.45,25.23
2067,24.79,25.52
2068,24.54,25.36
2069,24.45,25.26
2070,24.56,25.33
2071,24.73,25.51
2072,24.51,25.29
2073,24.45,25.27
2074,24.53,25.42
2075,24.61,25.42
2076,24.63,25.39
2077,24.59,25.44
2078,24.57,25.35
2079,24.29,25.11
2080,24.52,25.24
2081,24.50,25.27
2082,24.53,25.31
2083,24.56,25.42
2084,24.18,25.02
2085,24.34,25.11
2086,24.31,25.20
2087,24.54,25.30
2088,24.50,25.28
2089,24.23,25.02
2090,24.46,25.25
2091,24.43,25.27
2092,24.49,25.27
2093,24.32,25.10
2094,24.38,25.11
2095,24.52,25.28
2096,24.41,25.24
2097,24.30,25.15
2098,24.31,25.09
2099,24.22,24.94
2100,24.34,25.11
