Variable:,tas
,Spain,Andalucía,Aragón,"Principado de Asturias","Illes Balears",Canarias,Cantabria,"Castilla y León","Castilla-La Mancha",Cataluña/Catalunya,"Ciudad Autónoma de Ceuta","Comunitat Valenciana",Extremadura,Galicia,"Comunidad de Madrid","Ciudad Autónoma de Melilla","Región de Murcia","Comunidad Foral de Navarra","País Vasco/Euskadi","La Rioja"
2044,15.37,18.35,14.15,11.81,19.39,20.37,12.32,14.02,16.22,16.19,18.99,16.72,17.92,14.41,16.06,19.10,17.26,13.48,12.77,12.44
2045,15.35,18.21,14.03,11.84,19.19,20.35,12.37,14.09,16.24,16.01,18.68,16.59,17.94,14.43,16.10,19.03,17.24,13.46,12.75,12.43
2046,15.41,18.30,14.16,11.88,19.41,20.48,12.38,14.05,16.32,16.19,18.79,16.77,17.71,14.50,16.18,19.06,17.38,13.53,12.85,12.49
2047,15.44,18.31,14.23,11.87,19.41,20.51,12.35,14.11,16.30,16.24,18.86,16.77,17.96,14.41,16.19,19.13,17.39,13.62,12.81,12.50
2048,15.46,18.31,14.32,11.88,19.29,20.43,12.33,14.08,16.36,16.29,18.87,16.81,17.92,14.41,16.21,19.09,17.38,13.66,12.82,12.55
2049,15.44,18.29,14.23,11.96,19.35,20.40,12.43,14.15,16.27,16.26,18.86,16.75,17.85,14.53,16.15,19.10,17.34,13.69,12.91,12.62
2050,15.37,18.26,14.05,11.91,19.39,20.46,12.40,14.08,16.21,16.15,18.85,16.65,17.89,14.39,16.09,18.92,17.28,13.51,12.79,12.45
2051,15.52,18.48,14.20,11.96,19.57,20.49,12.38,14.20,16.39,16.32,19.16,16.89,18.06,14.63,16.28,19.25,17.49,13.56,12.84,12.48
2052,15.37,18.21,14.17,11.86,19.52,20.41,12.33,14.00,16.18,16.32,18.77,16.76,17.79,14.41,16.02,19.09,17.32,13.55,12.80,12.48
2053,15.57,18.43,14.36,11.96,19.53,20.41,12.42,14.27,16.48,16.41,18.96,16.89,18.04,14.44,16.40,19.21,17.53,13.70,12.90,12.63
2054,15.33,18.16,14.15,11.73,19.22,20.16,12.08,13.95,16.22,16.22,18.67,16.75,17.82,14.27,16.01,19.04,17.32,13.55,12.68,12.46
2055,15.33,18.29,13.98,11.64,19.36,20.46,12.12,14.02,16.24,16.13,18.85,16.69,17.88,14.33,16.08,18.97,17.37,13.36,12.64,12.33
2056,15.36,18.29,14.11,11.81,19.37,20.43,12.22,14.03,16.23,16.26,18.93,16.77,17.81,14.40,16.14,19.22,17.32,13.42,12.64,12.31
2057,15.50,18.40,14.23,12.12,19.44,20.29,12.43,14.19,16.41,16.21,18.98,16.81,17.99,14.54,16.29,19.22,17.49,13.61,12.82,12.54
2058,15.50,18.50,14.20,11.92,19.35,20.35,12.26,14.20,16.44,16.25,19.03,16.79,18.03,14.52,16.24,19.12,17.45,13.54,12.72,12.48
2059,15.62,18.33,14.35,12.06,19.35,20.43,12.53,14.43,16.56,16.44,18.87,16.88,17.98,14.66,16.55,19.16,17.50,13.67,12.94,12.64
2060,15.41,18.25,14.18,11.92,19.39,20.39,12.30,14.07,16.30,16.20,18.76,16.80,17.84,14.50,16.15,18.99,17.37,13.53,12.74,12.48
2061,15.61,18.51,14.37,11.97,19.66,20.50,12.48,14.29,16.55,16.46,18.99,16.96,18.10,14.55,16.41,19.39,17.60,13.73,12.88,12.66
2062,15.32,18.26,14.11,11.75,19.29,20.56,12.23,13.94,16.22,16.21,18.97,16.64,17.77,14.41,16.08,19.07,17.29,13.42,12.66,12.29
2063,15.43,18.34,14.23,11.80,19.54,20.44,12.27,14.10,16.39,16.26,18.90,16.84,17.89,14.32,16.24,19.05,17.33,13.45,12.73,12.43
2064,15.34,18.30,14.02,11.73,19.37,20.38,12.16,14.07,16.28,16.03,18.83,16.69,17.87,14.42,16.19,19.10,17.35,13.34,12.61,12.35
2065,15.39,18.33,14.16,11.85,19.31,20.41,12.27,14.02,16.29,16.24,18.93,16.79,17.87,14.40,16.06,19.05,17.29,13.46,12.72,12.38
2066,15.48,18.43,14.21,11.92,19.46,20.50,12.43,14.18,16.37,16.23,18.94,16.80,17.94,14.53,16.20,19.16,17.43,13.63,12.81,12.54
2067,15.50,18.31,14.23,12.14,19.48,20.62,12.57,14.15,16.38,16.29,18.90,16.71,17.85,14.60,16.32,19.24,17.39,13.71,13.03,12.59
2068,15.33,18.24,14.11,11.86,19.41,20.55,12.25,13.92,16.17,16.20,18.94,16.76,17.79,14.50,16.00,19.25,17.43,13.43,12.67,12.30
2069,15.53,18.39,14.37,11.89,19.53,20.47,12.38,14.15,16.44,16.40,18.80,16.94,17.94,14.43,16.28,19.09,17.52,13.68,12.83,12.58
2070,15.66,18.57,14.39,12.06,19.56,20.60,12.53,14.35,16.60,16.44,19.14,17.01,18.17,14.58,16.51,19.29,17.63,13.69,13.00,12.71
2071,15.52,18.46,14.28,11.76,19.38,20.39,12.28,14.17,16.56,16.26,18.96,16.90,18.12,14.38,16.35,19.18,17.54,13.55,12.74,12.48
2072,15.59,18.46,14.36,12.04,19.42,20.68,12.43,14.31,16.56,16.35,19.02,16.95,18.14,14.61,16.49,19.27,17.55,13.57,12.73,12.49
2073,15.36,18.32,14.00,11.86,19.46,20.44,12.28,14.03,16.27,16.10,18.95,16.74,17.88,14.49,16.10,19.03,17.39,13.38,12.62,12.26
2074,15.45,18.39,14.20,11.93,19.41,20.46,12.37,14.07,16.32,16.32,18.97,16.86,17.92,14.45,16.10,19.10,17.48,13.51,12.75,12.38
2075,15.49,18.35,14.33,11.91,19.56,20.32,12.38,14.16,16.38,16.41,18.99,16.91,17.90,14.43,16.24,19.18,17.53,13.57,12.83,12.51
2076,15.51,18.52,14.26,11.86,19.62,20.48,12.31,14.11,16.46,16.33,18.99,16.89,17.96,14.47,16.23,19.15,17.58,13.62,12.86,12.56
2077,15.36,18.23,14.21,11.89,19.42,20.40,12.25,13.96,16.23,16.22,18.84,16.79,17.75,14.48,16.07,19.08,17.34,13.38,12.59,12.25
2078,15.46,18.43,14.20,11.89,19.42,20.37,12.26,14.06,16.42,16.29,19.04,16.77,18.01,14.43,16.26,19.32,17.44,13.48,12.76,12.49
2079,15.64,18.40,14.48,12.14,19.72,20.45,12.62,14.30,16.50,16.51,18.92,17.01,17.98,14.67,16.27,19.25,17.57,13.85,13.11,12.76
2080,15.53,18.41,14.26,11.98,19.39,20.48,12.47,14.26,16.46,16.27,18.95,16.76,18.11,14.57,16.36,19.16,17.41,13.64,12.89,12.61
2081,15.48,18.35,14.24,12.04,19.48,20.60,12.41,14.19,16.34,16.30,19.04,16.81,17.91,14.56,16.19,19.02,17.43,13.57,12.85,12.53
2082,15.54,18.39,14.33,11.90,19.43,20.50,12.29,14.22,16.48,16.35,19.05,16.90,18.04,14.52,16.38,19.33,17.54,13.64,12.80,12.57
2083,15.49,18.47,14.16,11.92,19.41,20.55,12.33,14.15,16.46,16.18,18.91,16.88,18.02,14.53,16.30,19.04,17.58,13.48,12.77,12.43
2084,15.49,18.35,14.23,11.89,19.51,20.46,12.49,14.19,16.38,16.29,18.98,16.86,17.98,14.48,16.25,19.25,17.36,13.64,12.94,12.58
2085,15.55,18.45,14.24,12.00,19.50,20.46,12.47,14.27,16.49,16.29,19.12,16.91,18.09,14.60,16.39,19.22,17.52,13.58,12.91,12.55
2086,15.60,18.51,14.36,12.17,19.63,20.53,12.61,14.17,16.49,16.52,19.01,17.02,17.98,14.63,16.35,19.22,17.67,13.67,13.02,12.62
2087,15.31,18.22,14.05,11.77,19.40,20.39,12.27,13.99,16.20,16.17,18.85,16.61,17.82,14.37,16.16,19.25,17.19,13.31,12.64,12.22
2088,15.49,18.42,14.11,11.97,19.46,20.52,12.38,14.24,16.37,16.28,18.99,16.77,18.08,14.65,16.41,19.27,17.34,13.45,12.77,12.43
2089,15.65,18.62,14.45,11.87,19.50,20.48,12.48,14.26,16.68,16.40,19.13,17.00,18.20,14.43,16.48,19.34,17.64,13.76,12.99,12.72
2090,15.61,18.51,14.32,11.92,19.68,20.54,12.51,14.27,16.52,16.53,19.16,16.98,18.02,14.52,16.41,19.37,17.58,13.65,12.98,12.61
2091,15.51,18.43,14.28,12.01,19.58,20.53,12.52,14.15,16.37,16.38,19.02,16.88,17.91,14.54,16.19,19.27,17.57,13.62,12.92,12.55
2092,15.50,18.45,14.21,11.90,19.33,20.48,12.32,14.19,16.44,16.27,19.06,16.82,18.06,14.53,16.34,19.13,17.42,13.59,12.74,12.51
2093,15.54,18.43,14.33,11.93,19.60,20.50,12.49,14.21,16.40,16.37,19.04,16.83,18.07,14.52,16.29,19.20,17.41,13.74,12.99,12.63
2094,15.55,18.44,14.28,11.97,19.50,20.41,12.44,14.25,16.42,16.42,19.07,16.86,18.13,14.45,16.38,19.20,17.47,13.68,12.92,12.61
2095,15.30,18.31,13.99,11.86,19.38,20.51,12.26,13.94,16.21,16.04,18.92,16.73,17.86,14.35,15.99,19.22,17.36,13.15,12.47,12.03
2096,15.46,18.36,14.17,11.99,19.49,20.44,12.41,14.10,16.35,16.16,18.90,16.91,17.95,14.51,16.11,19.18,17.53,13.60,12.88,12.58
2097,15.35,18.25,13.99,11.96,19.38,20.62,12.35,14.06,16.15,16.11,18.85,16.61,17.86,14.60,16.04,18.91,17.24,13.47,12.74,12.36
2098,15.32,18.16,14.24,11.66,19.57,20.44,12.11,13.91,16.22,16.37,18.72,16.86,17.62,14.26,16.09,19.12,17.35,13.45,12.60,12.38
2099,15.48,18.38,14.23,11.94,19.50,20.46,12.40,14.14,16.36,16.33,18.93,16.90,17.85,14.52,16.23,19.20,17.53,13.56,12.83,12.55
2100,15.14,18.09,13.88,11.67,19.31,20.46,12.07,13.71,15.98,16.00,18.70,16.58,17.59,14.31,15.77,18.96,17.22,13.24,12.50,12.13
