Variable:,tas
,Svalbard,"Administrative unit not available"
2015,-5.52,-4.60
2016,-5.41,-4.54
2017,-5.84,-5.07
2018,-5.43,-4.57
2019,-4.73,-3.97
2020,-4.71,-3.93
2021,-5.51,-4.62
2022,-5.34,-4.58
2023,-5.99,-5.41
2024,-5.78,-5.00
2025,-4.32,-3.69
2026,-4.72,-4.00
2027,-4.73,-3.99
2028,-3.69,-3.11
2029,-4.68,-3.98
2030,-4.16,-3.43
2031,-4.01,-3.24
2032,-4.57,-3.83
2033,-5.75,-4.80
2034,-4.22,-3.53
2035,-3.58,-2.93
2036,-3.91,-3.15
2037,-3.35,-2.63
2038,-3.57,-2.88
2039,-4.93,-4.13
2040,-3.36,-2.71
2041,-4.83,-4.05
2042,-4.56,-3.78
2043,-4.39,-3.53
2044,-4.01,-3.14
2045,-3.84,-2.98
2046,-3.92,-3.09
2047,-4.58,-3.82
2048,-3.99,-3.18
2049,-4.33,-3.50
2050,-3.98,-3.19
2051,-4.08,-3.33
2052,-4.12,-3.29
2053,-3.34,-2.70
2054,-3.83,-2.99
2055,-4.43,-3.67
2056,-3.99,-3.20
2057,-2.67,-2.03
2058,-3.55,-2.73
2059,-4.11,-3.32
2060,-2.63,-1.89
2061,-3.87,-3.13
2062,-2.93,-2.31
2063,-2.52,-1.99
2064,-3.47,-2.54
2065,-2.64,-1.75
2066,-3.21,-2.35
2067,-4.28,-3.50
2068,-3.15,-2.61
2069,-4.76,-4.09
2070,-3.18,-2.55
2071,-3.36,-2.54
2072,-3.65,-2.83
2073,-3.16,-2.42
2074,-3.55,-2.70
2075,-4.06,-3.24
2076,-3.72,-2.95
2077,-3.00,-2.23
2078,-3.32,-2.55
2079,-3.56,-2.85
2080,-4.45,-3.57
2081,-3.40,-2.63
2082,-2.97,-2.19
2083,-4.89,-4.00
2084,-3.60,-2.87
2085,-2.95,-2.22
2086,-3.54,-2.83
2087,-4.52,-3.69
2088,-4.23,-3.19
2089,-3.93,-3.06
2090,-3.48,-2.69
2091,-2.72,-2.08
2092,-3.59,-2.78
2093,-4.54,-3.63
2094,-3.24,-2.42
2095,-3.33,-2.76
2096,-3.17,-2.41
2097,-4.40,-3.45
2098,-2.57,-1.86
2099,-2.88,-2.11
2100,-2.75,-1.85
