Variable:,tas
,"Christmas Island","Administrative unit not available"
2015,26.70,26.75
2016,26.72,26.77
2017,26.77,26.81
2018,26.89,26.90
2019,26.82,26.85
2020,26.75,26.91
2021,26.86,26.97
2022,26.71,26.77
2023,26.86,26.94
2024,26.86,26.96
2025,26.95,26.92
2026,26.96,27.02
2027,26.91,26.98
2028,27.06,27.09
2029,26.93,27.04
2030,26.99,27.06
2031,27.13,27.12
2032,26.91,26.94
2033,26.88,26.99
2034,27.12,27.13
2035,27.24,27.37
2036,27.14,27.14
2037,26.95,26.98
2038,27.21,27.27
2039,27.20,27.27
2040,26.99,27.11
2041,27.37,27.38
2042,27.10,27.16
2043,27.05,27.15
2044,27.17,27.22
2045,27.08,27.18
2046,27.13,27.18
2047,26.99,27.04
2048,27.20,27.27
2049,27.10,27.22
2050,27.10,27.17
2051,27.13,27.20
2052,27.17,27.19
2053,27.15,27.17
2054,27.16,27.19
2055,27.06,27.07
2056,27.07,27.11
2057,27.13,27.16
2058,27.05,27.11
2059,27.21,27.30
2060,27.01,27.02
2061,27.15,27.16
2062,27.17,27.20
2063,27.02,27.10
2064,26.99,27.06
2065,26.96,27.00
2066,27.06,27.10
2067,27.23,27.30
2068,27.13,27.22
2069,26.96,27.05
2070,27.11,27.19
2071,27.11,27.16
2072,27.02,27.03
2073,26.99,27.08
2074,27.07,27.18
2075,27.20,27.26
2076,27.05,27.14
2077,27.08,27.18
2078,27.17,27.22
2079,26.83,26.91
2080,27.00,27.06
2081,27.09,27.04
2082,27.09,27.13
2083,27.15,27.27
2084,26.77,26.82
2085,26.95,26.97
2086,26.93,27.05
2087,27.04,27.04
2088,27.06,27.11
2089,26.78,26.84
2090,27.04,27.07
2091,26.96,27.02
2092,27.04,27.10
2093,26.79,26.96
2094,26.91,26.95
2095,27.07,27.10
2096,26.99,27.10
2097,26.89,27.03
2098,26.82,26.88
2099,26.78,26.81
2100,26.93,26.96
