Variable:,tas
,Tokelau,"Administrative unit not available"
2015,28.14,27.79
2016,28.18,27.81
2017,28.22,27.85
2018,28.23,27.87
2019,28.24,27.90
2020,28.31,27.96
2021,28.43,28.06
2022,28.38,28.04
2023,28.45,28.08
2024,28.53,28.16
2025,28.44,28.07
2026,28.51,28.13
2027,28.56,28.21
2028,28.50,28.11
2029,28.60,28.23
2030,28.46,28.09
2031,28.59,28.23
2032,28.57,28.21
2033,28.63,28.28
2034,28.61,28.25
2035,28.60,28.25
2036,28.64,28.28
2037,28.74,28.38
2038,28.78,28.41
2039,28.74,28.35
2040,28.76,28.40
2041,28.79,28.42
2042,28.84,28.48
2043,28.84,28.44
2044,28.81,28.44
2045,28.75,28.38
2046,28.92,28.57
2047,28.99,28.61
2048,29.07,28.70
2049,29.05,28.67
2050,28.96,28.61
2051,29.07,28.70
2052,29.11,28.74
2053,29.06,28.67
2054,29.00,28.66
2055,29.04,28.69
2056,29.13,28.74
2057,29.21,28.84
2058,29.16,28.79
2059,29.25,28.88
2060,29.21,28.85
2061,29.13,28.79
2062,29.19,28.81
2063,29.25,28.88
2064,29.29,28.92
2065,29.21,28.87
2066,29.28,28.91
2067,29.22,28.87
2068,29.47,29.10
2069,29.38,29.02
2070,29.32,28.94
2071,29.31,28.96
2072,29.31,28.95
2073,29.37,29.01
2074,29.35,28.98
2075,29.37,29.00
2076,29.41,29.06
2077,29.51,29.14
2078,29.51,29.14
2079,29.54,29.16
2080,29.52,29.16
2081,29.46,29.12
2082,29.45,29.10
2083,29.54,29.18
2084,29.54,29.14
2085,29.49,29.12
2086,29.62,29.23
2087,29.48,29.10
2088,29.54,29.16
2089,29.60,29.24
2090,29.60,29.23
2091,29.65,29.28
2092,29.57,29.22
2093,29.52,29.18
2094,29.60,29.22
2095,29.69,29.31
2096,29.58,29.23
2097,29.66,29.30
2098,29.56,29.19
2099,29.67,29.30
2100,29.69,29.33
