Variable:,tas
,"Pitcairn Islands","Administrative unit not available"
2015,23.39,22.97
2016,23.50,23.10
2017,23.51,23.12
2018,23.52,23.07
2019,23.44,22.99
2020,23.38,23.00
2021,23.59,23.19
2022,23.58,23.20
2023,23.58,23.22
2024,23.66,23.21
2025,23.63,23.22
2026,23.66,23.22
2027,23.62,23.22
2028,23.41,23.08
2029,23.64,23.22
2030,23.67,23.19
2031,23.71,23.27
2032,23.79,23.38
2033,23.72,23.28
2034,23.63,23.22
2035,23.78,23.42
2036,23.65,23.27
2037,23.67,23.23
2038,23.65,23.25
2039,23.86,23.44
2040,23.87,23.47
2041,23.78,23.40
2042,23.65,23.21
2043,23.70,23.23
2044,23.83,23.39
2045,23.68,23.36
2046,23.76,23.36
2047,23.74,23.29
2048,23.77,23.41
2049,23.85,23.41
2050,23.72,23.30
2051,23.75,23.27
2052,23.79,23.48
2053,23.84,23.46
2054,23.89,23.48
2055,23.86,23.41
2056,23.84,23.37
2057,23.81,23.37
2058,23.76,23.35
2059,23.81,23.42
2060,23.90,23.46
2061,23.84,23.42
2062,23.88,23.62
2063,23.82,23.38
2064,23.92,23.56
2065,23.76,23.33
2066,23.87,23.37
2067,23.71,23.25
2068,23.88,23.43
2069,23.76,23.42
2070,23.86,23.41
2071,23.94,23.51
2072,23.90,23.47
2073,23.73,23.33
2074,23.79,23.32
2075,23.89,23.47
2076,23.84,23.44
2077,23.77,23.37
2078,23.77,23.36
2079,23.75,23.40
2080,23.82,23.48
2081,23.82,23.38
2082,23.83,23.42
2083,23.75,23.40
2084,23.74,23.28
2085,23.76,23.39
2086,23.74,23.34
2087,23.69,23.30
2088,23.96,23.51
2089,23.95,23.59
2090,23.87,23.45
2091,23.86,23.41
2092,23.83,23.40
2093,23.82,23.46
2094,23.95,23.54
2095,23.91,23.51
2096,23.84,23.42
2097,23.92,23.47
2098,23.79,23.39
2099,23.78,23.37
2100,23.82,23.44
