Variable:,tasmin
,Tokelau,"Administrative unit not available"
2015,25.68,25.50
2016,25.71,25.53
2017,25.76,25.59
2018,25.84,25.67
2019,25.90,25.71
2020,25.87,25.69
2021,25.89,25.71
2022,25.85,25.66
2023,25.90,25.70
2024,25.99,25.80
2025,25.96,25.78
2026,26.02,25.82
2027,25.99,25.80
2028,26.07,25.91
2029,26.00,25.83
2030,26.09,25.89
2031,26.13,25.95
2032,26.02,25.84
2033,26.10,25.94
2034,26.07,25.90
2035,26.05,25.87
2036,26.20,26.03
2037,26.18,26.00
2038,26.16,25.96
2039,26.19,26.03
2040,26.12,25.95
2041,26.19,26.00
2042,26.23,26.05
2043,26.27,26.08
2044,26.25,26.07
2045,26.20,26.02
2046,26.33,26.15
2047,26.34,26.20
2048,26.22,26.05
2049,26.45,26.27
2050,26.38,26.21
2051,26.30,26.11
2052,26.25,26.09
2053,26.19,26.02
2054,26.25,26.06
2055,26.24,26.05
2056,26.33,26.15
2057,26.37,26.18
2058,26.41,26.24
2059,26.36,26.19
2060,26.42,26.24
2061,26.38,26.16
2062,26.32,26.15
2063,26.32,26.16
2064,26.26,26.07
2065,26.23,26.06
2066,26.39,26.23
2067,26.28,26.11
2068,26.28,26.08
2069,26.43,26.25
2070,26.40,26.23
2071,26.38,26.20
2072,26.36,26.19
2073,26.41,26.23
2074,26.40,26.21
2075,26.41,26.23
2076,26.35,26.18
2077,26.32,26.13
2078,26.39,26.21
2079,26.39,26.22
2080,26.38,26.21
2081,26.38,26.19
2082,26.37,26.20
2083,26.38,26.20
2084,26.33,26.15
2085,26.28,26.09
2086,26.28,26.11
2087,26.29,26.11
2088,26.33,26.17
2089,26.27,26.09
2090,26.41,26.22
2091,26.34,26.16
2092,26.28,26.11
2093,26.33,26.15
2094,26.33,26.14
2095,26.36,26.18
2096,26.31,26.11
2097,26.25,26.07
2098,26.30,26.12
2099,26.26,26.09
2100,26.28,26.09
