Variable:,tas
,Spain,Andalucía,Aragón,"Principado de Asturias","Illes Balears",Canarias,Cantabria,"Castilla y León","Castilla-La Mancha",Cataluña/Catalunya,"Ciudad Autónoma de Ceuta","Comunitat Valenciana",Extremadura,Galicia,"Comunidad de Madrid","Ciudad Autónoma de Melilla","Región de Murcia","Comunidad Foral de Navarra","País Vasco/Euskadi","La Rioja"
2032,14.81,17.83,13.46,11.35,18.85,20.00,11.76,13.44,15.72,15.56,18.36,16.16,17.32,13.95,15.54,18.51,16.88,12.78,12.10,11.67
2033,14.90,17.89,13.61,11.37,19.04,20.24,11.75,13.43,15.89,15.67,18.44,16.38,17.35,14.01,15.67,18.62,17.12,12.86,12.16,11.78
2034,14.95,17.86,13.62,11.30,19.17,20.16,11.85,13.64,15.82,15.75,18.50,16.20,17.54,13.98,15.70,18.52,16.82,13.04,12.36,12.06
2035,14.97,17.96,13.61,11.33,18.96,20.26,11.89,13.64,15.92,15.57,18.57,16.33,17.57,14.07,15.68,18.69,17.06,12.99,12.35,11.97
2036,15.11,17.91,13.93,11.56,19.13,20.06,12.11,13.76,15.98,15.97,18.49,16.36,17.60,14.02,15.83,18.71,16.94,13.34,12.62,12.21
2037,14.87,17.77,13.60,11.37,19.05,20.05,11.82,13.46,15.71,15.74,18.34,16.30,17.35,13.99,15.55,18.67,16.99,12.90,12.23,11.81
2038,15.23,18.23,13.93,11.79,19.19,20.27,12.19,13.86,16.08,16.09,18.75,16.67,17.68,14.20,15.83,18.81,17.30,13.27,12.61,12.21
2039,15.04,17.99,13.84,11.51,19.12,20.16,12.08,13.60,15.87,15.87,18.58,16.47,17.43,14.14,15.62,18.73,17.14,13.16,12.50,12.03
2040,15.12,18.10,13.92,11.60,19.21,20.25,11.90,13.70,16.01,16.06,18.86,16.47,17.50,14.42,15.78,18.75,17.03,13.13,12.34,12.02
2041,15.19,18.19,13.87,11.57,19.15,20.21,12.08,13.96,16.09,15.91,18.79,16.43,17.76,14.20,15.93,18.92,17.17,13.30,12.51,12.22
2042,15.08,18.00,13.77,11.67,19.10,20.14,12.14,13.75,15.85,15.95,18.70,16.41,17.43,14.27,15.78,18.77,17.12,13.17,12.54,12.11
2043,15.03,17.81,13.87,11.56,19.12,20.09,11.97,13.73,15.82,16.02,18.31,16.46,17.43,14.05,15.68,18.55,17.02,13.15,12.36,12.09
2044,15.04,18.01,13.77,11.47,19.12,20.19,11.89,13.73,15.86,15.85,18.50,16.49,17.54,14.01,15.69,18.75,17.05,13.20,12.38,12.16
2045,15.03,18.11,13.76,11.41,19.10,20.18,11.82,13.53,15.98,15.82,18.72,16.43,17.54,14.09,15.76,18.91,17.15,13.00,12.30,11.90
2046,15.16,17.99,13.94,11.63,19.20,20.36,12.08,13.74,16.09,15.94,18.43,16.61,17.67,14.20,15.86,18.94,17.17,13.23,12.50,12.13
2047,14.87,17.74,13.66,11.39,18.99,20.22,11.91,13.51,15.72,15.69,18.51,16.19,17.26,13.93,15.57,18.65,16.84,13.00,12.30,11.85
2048,14.75,17.62,13.53,11.26,18.84,19.93,11.75,13.37,15.72,15.48,18.27,16.13,17.01,13.83,15.62,18.39,16.83,12.81,12.16,11.79
2049,14.75,17.68,13.49,11.15,18.95,20.03,11.64,13.38,15.62,15.68,18.16,16.10,17.23,13.80,15.43,18.33,16.71,12.72,12.05,11.74
2050,14.91,17.81,13.64,11.41,19.00,19.91,11.91,13.61,15.80,15.59,18.47,16.25,17.34,13.99,15.70,18.63,16.93,13.05,12.36,11.99
2051,15.27,18.10,14.00,11.63,19.24,20.18,12.13,14.08,16.09,16.06,18.56,16.57,17.79,14.20,16.04,18.95,17.15,13.47,12.70,12.46
2052,15.24,18.28,13.84,11.78,19.06,20.23,12.13,13.99,16.16,15.90,18.84,16.50,17.89,14.27,16.06,18.73,17.21,13.10,12.44,12.12
2053,15.09,17.94,13.82,11.53,19.09,20.14,11.98,13.78,15.98,15.98,18.38,16.49,17.55,14.14,15.87,18.66,17.05,13.14,12.41,12.05
2054,14.99,17.93,13.71,11.47,19.05,20.10,11.91,13.69,15.79,15.81,18.42,16.33,17.42,14.13,15.70,18.61,17.02,13.16,12.35,11.98
2055,15.47,18.22,14.20,12.22,19.39,20.19,12.53,14.22,16.29,16.31,18.74,16.80,17.96,14.67,16.17,19.04,17.30,13.63,12.91,12.57
2056,15.25,18.21,14.00,11.66,19.19,20.30,12.07,13.90,16.22,16.10,18.90,16.55,17.66,14.24,16.05,18.66,17.24,13.32,12.54,12.26
2057,15.12,17.95,13.85,11.42,19.18,20.06,11.89,14.03,15.99,15.84,18.44,16.41,17.76,14.04,16.09,18.60,16.90,13.10,12.38,12.14
2058,14.99,18.07,13.73,11.27,19.06,20.41,11.90,13.67,15.88,15.74,18.78,16.28,17.53,13.96,15.67,18.77,16.98,13.10,12.43,12.02
2059,15.12,18.26,13.74,11.44,19.27,20.38,11.93,13.73,16.07,15.93,18.88,16.48,17.69,14.12,15.83,19.28,17.24,13.09,12.35,12.01
2060,15.12,18.02,13.91,11.70,19.13,20.13,12.24,13.81,15.92,15.91,18.64,16.42,17.58,14.27,15.83,18.76,17.02,13.19,12.50,12.09
2061,15.15,18.17,13.78,11.59,18.94,20.27,12.09,13.84,16.10,15.70,18.64,16.50,17.71,14.27,15.95,18.91,17.29,13.22,12.56,12.14
2062,14.96,17.97,13.71,11.41,19.02,20.22,11.84,13.43,15.94,15.78,18.43,16.60,17.30,13.84,15.64,19.05,17.40,13.03,12.26,11.90
2063,15.17,18.06,13.96,11.52,19.38,19.89,12.02,13.83,16.12,16.03,18.60,16.65,17.60,14.04,15.97,18.81,17.29,13.23,12.46,12.15
2064,14.95,17.91,13.63,11.33,19.02,20.28,11.85,13.60,15.88,15.76,18.57,16.27,17.39,13.95,15.73,18.79,16.96,13.02,12.30,11.93
2065,15.09,18.00,13.82,11.56,19.13,19.97,12.09,13.73,15.99,15.99,18.56,16.38,17.47,14.04,15.87,18.69,16.97,13.20,12.51,12.14
2066,15.05,17.91,13.99,11.10,18.92,19.99,11.55,13.81,16.03,15.81,18.35,16.37,17.67,13.93,16.01,18.61,16.94,13.32,12.27,12.22
2067,15.19,18.00,13.97,11.70,19.17,20.43,11.90,13.86,16.10,16.07,18.41,16.53,17.61,14.49,16.06,18.79,17.09,13.27,12.41,12.17
2068,15.33,18.23,14.10,11.75,19.29,20.16,12.20,14.03,16.27,16.06,18.65,16.70,17.80,14.36,16.26,18.78,17.26,13.47,12.71,12.34
2069,14.96,17.72,13.93,11.44,19.04,20.13,11.98,13.52,15.78,16.04,18.29,16.44,17.10,13.91,15.65,18.58,16.87,13.16,12.37,12.07
2070,15.32,18.18,14.19,11.77,19.31,20.00,12.29,13.91,16.17,16.18,18.63,16.82,17.53,14.38,15.94,19.19,17.52,13.64,12.83,12.41
2071,15.05,17.91,13.74,11.81,19.01,20.11,12.12,13.76,15.85,15.84,18.43,16.36,17.61,14.32,15.80,18.58,16.94,13.04,12.41,11.95
2072,14.76,17.55,13.70,11.18,18.91,20.04,11.71,13.35,15.58,15.80,18.00,16.29,16.96,13.68,15.36,18.43,16.90,13.03,12.25,11.95
2073,14.93,17.82,13.60,11.47,18.96,20.01,11.95,13.64,15.68,15.83,18.41,16.31,17.44,13.94,15.72,18.68,16.95,13.01,12.40,11.98
2074,14.67,17.64,13.33,11.08,18.99,19.87,11.63,13.31,15.43,15.61,18.32,15.92,17.21,13.71,15.38,18.33,16.50,12.87,12.15,11.73
2075,14.99,17.82,13.77,11.44,19.24,19.97,11.99,13.69,15.77,15.91,18.33,16.35,17.33,13.95,15.67,18.54,16.95,13.23,12.52,12.17
2076,15.02,17.93,13.92,11.15,19.11,19.90,11.58,13.54,16.20,15.78,18.20,16.62,17.26,13.86,15.90,18.79,17.25,13.03,12.14,12.00
2077,14.74,17.52,13.53,11.35,18.85,19.77,11.80,13.40,15.54,15.68,17.96,16.10,17.00,13.81,15.41,18.40,16.73,12.89,12.18,11.82
2078,15.23,18.16,14.08,11.42,19.14,20.03,11.85,13.94,16.19,16.10,18.64,16.71,17.61,14.05,16.11,19.01,17.48,13.33,12.39,12.31
2079,14.92,17.86,13.64,11.54,18.99,20.11,12.02,13.48,15.77,15.82,18.42,16.24,17.29,14.15,15.57,18.70,16.81,13.00,12.40,11.98
2080,15.11,17.90,13.97,11.60,19.06,20.04,12.14,13.75,15.98,16.06,18.40,16.54,17.39,14.04,15.79,18.62,17.14,13.28,12.49,12.15
2081,14.97,17.90,13.72,11.48,19.07,20.12,11.87,13.66,15.74,15.85,18.55,16.28,17.57,14.21,15.69,18.64,16.89,13.00,12.24,11.85
2082,14.87,17.83,13.61,11.20,18.85,20.09,11.69,13.48,15.77,15.67,18.35,16.41,17.30,13.92,15.61,18.47,17.00,12.88,12.28,11.84
2083,14.98,17.98,13.62,11.51,18.97,20.33,11.92,13.63,15.93,15.64,18.59,16.26,17.51,14.15,15.74,18.69,16.96,12.91,12.31,11.89
2084,14.85,17.80,13.50,11.43,18.79,20.03,11.80,13.66,15.74,15.41,18.42,16.07,17.38,14.12,15.67,18.41,16.74,12.96,12.19,11.97
2085,14.97,17.85,13.93,11.15,18.87,20.03,11.70,13.61,15.99,15.81,18.46,16.30,17.28,13.79,15.82,18.63,16.85,13.20,12.21,12.01
2086,14.94,17.80,13.68,11.54,19.17,20.21,11.98,13.55,15.79,15.81,18.35,16.18,17.29,14.11,15.67,18.40,16.84,13.14,12.44,12.04
2087,14.60,17.52,13.35,11.16,18.81,19.91,11.64,13.23,15.41,15.50,18.23,15.99,16.98,13.78,15.20,18.42,16.63,12.68,12.04,11.60
2088,14.95,17.86,13.94,11.33,19.16,20.11,11.87,13.42,15.82,15.90,18.57,16.59,17.05,13.83,15.58,18.69,17.19,13.23,12.44,12.08
2089,14.92,17.81,13.76,11.38,19.06,19.91,11.86,13.48,15.80,15.86,18.43,16.45,17.34,13.91,15.58,18.61,17.10,13.03,12.24,11.86
2090,14.83,17.80,13.55,11.32,19.10,20.00,11.84,13.45,15.69,15.66,18.31,16.17,17.22,13.80,15.54,18.61,16.87,12.96,12.24,11.84
2091,14.89,17.79,13.59,11.34,18.99,20.08,11.91,13.57,15.73,15.79,18.22,16.26,17.24,13.86,15.60,18.59,17.00,13.05,12.35,11.98
2092,14.93,17.79,13.79,11.37,19.03,20.16,11.92,13.57,15.75,15.87,18.40,16.26,17.22,13.95,15.60,18.56,16.97,13.13,12.39,12.00
2093,14.97,17.92,13.80,11.25,18.98,19.98,11.81,13.51,15.97,15.81,18.55,16.44,17.37,13.79,15.83,18.62,16.99,13.08,12.30,12.00
2094,14.80,17.67,13.62,11.29,18.88,20.01,11.65,13.27,15.76,15.65,18.28,16.27,17.11,13.99,15.48,18.37,16.85,12.95,12.16,11.76
2095,14.58,17.61,13.14,11.16,18.91,19.77,11.56,13.28,15.51,15.25,18.16,16.08,17.09,13.63,15.33,18.46,16.81,12.41,11.78,11.43
2096,14.95,17.99,13.56,11.50,18.85,20.05,11.89,13.67,15.83,15.76,18.52,16.13,17.53,14.06,15.73,18.59,16.90,12.86,12.19,11.83
2097,14.77,17.73,13.36,11.22,18.98,20.03,11.73,13.45,15.69,15.59,18.33,16.08,17.29,13.82,15.55,18.44,16.81,12.82,12.19,11.86
2098,14.52,17.33,13.33,11.17,18.67,19.71,11.71,13.20,15.19,15.44,17.96,15.95,16.91,13.77,15.04,18.29,16.48,12.66,12.07,11.59
2099,14.70,17.52,13.46,11.20,18.62,19.90,11.67,13.43,15.60,15.48,18.22,16.05,17.08,13.74,15.55,18.24,16.56,12.86,12.14,11.86
2100,15.12,17.94,13.93,11.58,19.24,20.06,11.94,13.81,16.03,15.95,18.55,16.44,17.57,14.22,15.92,18.69,17.04,13.17,12.42,12.02
