Variable:,tasmin
,"French Polynesia","Administrative unit not available"
2015,23.54,23.74
2016,23.58,23.77
2017,23.55,23.75
2018,23.57,23.77
2019,23.54,23.76
2020,23.65,23.86
2021,23.66,23.86
2022,23.68,23.89
2023,23.66,23.87
2024,23.80,24.00
2025,23.72,23.92
2026,23.78,23.98
2027,23.78,23.98
2028,23.75,23.95
2029,23.85,24.04
2030,23.74,23.95
2031,23.80,24.00
2032,23.87,24.04
2033,23.84,24.05
2034,23.88,24.06
2035,23.89,24.11
2036,23.90,24.11
2037,23.94,24.15
2038,24.00,24.20
2039,24.01,24.21
2040,23.98,24.18
2041,24.00,24.20
2042,24.00,24.21
2043,24.01,24.22
2044,24.06,24.25
2045,24.10,24.31
2046,24.17,24.38
2047,24.22,24.42
2048,24.13,24.33
2049,24.18,24.37
2050,24.21,24.41
2051,24.25,24.44
2052,24.29,24.48
2053,24.26,24.47
2054,24.20,24.41
2055,24.27,24.48
2056,24.31,24.52
2057,24.45,24.64
2058,24.33,24.54
2059,24.47,24.66
2060,24.42,24.62
2061,24.32,24.53
2062,24.34,24.54
2063,24.42,24.61
2064,24.43,24.62
2065,24.42,24.61
2066,24.52,24.72
2067,24.41,24.62
2068,24.51,24.70
2069,24.59,24.78
2070,24.45,24.66
2071,24.50,24.70
2072,24.60,24.78
2073,24.53,24.73
2074,24.60,24.80
2075,24.54,24.74
2076,24.64,24.84
2077,24.69,24.87
2078,24.61,24.80
2079,24.58,24.78
2080,24.64,24.84
2081,24.68,24.87
2082,24.64,24.84
2083,24.67,24.88
2084,24.71,24.91
2085,24.61,24.82
2086,24.67,24.87
2087,24.65,24.84
2088,24.72,24.93
2089,24.79,24.99
2090,24.82,25.02
2091,24.72,24.94
2092,24.68,24.90
2093,24.75,24.94
2094,24.80,24.99
2095,24.75,24.95
2096,24.81,25.02
2097,24.73,24.94
2098,24.74,24.94
2099,24.91,25.10
2100,24.89,25.08
