Variable:,tasmin
,Nauru,"Administrative unit not available"
2015,25.34,25.53
2016,25.54,25.69
2017,25.52,25.70
2018,25.49,25.69
2019,25.45,25.64
2020,25.49,25.65
2021,25.66,25.80
2022,25.66,25.86
2023,25.67,25.82
2024,25.63,25.80
2025,25.50,25.73
2026,25.77,25.93
2027,25.84,26.01
2028,25.89,26.06
2029,25.75,25.95
2030,25.81,25.99
2031,25.95,26.12
2032,25.90,26.07
2033,26.01,26.18
2034,25.76,25.96
2035,25.75,25.91
2036,25.84,26.03
2037,26.12,26.26
2038,26.13,26.29
2039,26.01,26.18
2040,25.94,26.11
2041,26.02,26.22
2042,26.06,26.24
2043,26.04,26.24
2044,25.91,26.09
2045,26.05,26.25
2046,26.11,26.30
2047,26.18,26.38
2048,26.30,26.47
2049,26.19,26.42
2050,26.18,26.34
2051,26.45,26.64
2052,26.36,26.50
2053,26.27,26.38
2054,26.38,26.53
2055,26.39,26.58
2056,26.42,26.59
2057,26.53,26.71
2058,26.45,26.63
2059,26.45,26.60
2060,26.52,26.68
2061,26.48,26.65
2062,26.29,26.45
2063,26.59,26.77
2064,26.50,26.67
2065,26.40,26.56
2066,26.52,26.73
2067,26.48,26.62
2068,26.62,26.78
2069,26.60,26.77
2070,26.53,26.71
2071,26.63,26.81
2072,26.58,26.81
2073,26.75,26.92
2074,26.65,26.87
2075,26.64,26.81
2076,26.64,26.78
2077,26.80,26.99
2078,26.84,27.02
2079,26.76,26.92
2080,26.74,26.94
2081,26.78,26.99
2082,26.71,26.90
2083,26.78,26.95
2084,26.92,27.11
2085,26.85,27.00
2086,27.02,27.13
2087,26.80,26.96
2088,26.72,26.89
2089,26.91,27.05
2090,26.89,27.06
2091,27.01,27.17
2092,26.83,27.02
2093,26.84,27.00
2094,26.84,27.02
2095,26.94,27.10
2096,26.90,27.10
2097,26.94,27.10
2098,26.86,27.03
2099,27.03,27.22
2100,26.97,27.13
