Variable:,tas
,Sweden,"Blekinge Laen","Dalarnas Laen","Gaevleborgs Laen","Gotlands Laen","Hallands Laen","Jaemtlands Laen","Joenkoepings Laen","Kalmar Laen","Kronobergs Laen","Norrbottens Laen","Oerebro Laen","Oestergoetlands Laen","Skaane Laen","Soedermanlands Laen","Stockholms Laen","Uppsala Laen","Vaermlands Laen","Vaesterbottens Laen","Vaesternorrlands Laen","Vaestmanlands Laen","Vaestra Goetalands Laen"
2043,4.46,9.62,5.22,5.37,9.57,9.63,3.04,8.48,9.05,9.37,1.22,7.72,8.10,9.87,8.22,8.50,8.05,7.36,3.01,4.40,7.52,8.80
2044,4.09,9.12,4.91,5.02,9.21,9.28,2.79,8.06,8.57,8.92,0.85,7.39,7.77,9.47,7.96,8.01,7.53,7.02,2.58,3.91,7.24,8.44
2045,4.37,9.20,4.99,5.15,9.18,9.17,3.21,8.02,8.58,8.91,1.40,7.22,7.66,9.48,7.81,8.07,7.56,6.87,3.07,4.33,7.10,8.30
2046,4.22,9.30,5.00,5.12,9.44,9.23,2.81,8.15,8.67,9.04,1.03,7.48,7.75,9.58,7.97,8.19,7.71,7.10,2.84,4.15,7.35,8.41
2047,4.41,9.62,5.33,5.49,9.69,9.68,3.18,8.48,9.06,9.36,0.96,7.77,8.17,9.90,8.31,8.43,7.95,7.47,2.91,4.48,7.59,8.85
2048,4.72,10.03,5.65,5.82,10.14,9.98,3.37,8.88,9.43,9.78,1.24,8.11,8.49,10.28,8.64,8.90,8.34,7.87,3.19,4.83,7.91,9.15
2049,4.78,9.69,5.49,5.70,9.65,9.70,3.43,8.59,9.12,9.42,1.67,7.92,8.22,9.86,8.38,8.62,8.08,7.68,3.43,4.72,7.72,8.98
2050,4.84,9.92,5.63,5.81,9.96,9.97,3.50,8.82,9.36,9.67,1.60,8.08,8.45,10.20,8.61,8.82,8.31,7.69,3.42,4.83,7.91,9.13
2051,4.86,10.01,5.92,6.05,10.02,9.92,3.50,8.94,9.50,9.71,1.34,8.30,8.60,10.17,8.85,9.05,8.61,7.98,3.42,4.92,8.21,9.20
2052,4.54,9.74,5.42,5.59,9.64,9.82,3.28,8.63,9.15,9.50,1.13,7.94,8.29,10.07,8.46,8.60,8.15,7.53,3.05,4.47,7.77,8.91
2053,4.68,9.95,5.50,5.70,10.03,9.87,3.30,8.77,9.33,9.65,1.36,7.91,8.35,10.21,8.48,8.70,8.20,7.54,3.24,4.69,7.76,9.00
2054,4.38,9.51,5.39,5.51,9.50,9.64,3.17,8.36,8.91,9.30,0.95,7.64,8.00,9.84,8.21,8.32,7.91,7.37,2.92,4.40,7.54,8.77
2055,4.74,9.70,5.54,5.67,9.68,9.77,3.34,8.61,9.11,9.48,1.57,7.96,8.28,10.01,8.49,8.65,8.15,7.58,3.34,4.72,7.81,8.91
2056,4.68,9.95,5.71,5.83,9.87,9.95,3.39,8.88,9.35,9.73,1.13,8.29,8.59,10.23,8.78,8.86,8.41,7.84,3.08,4.67,8.11,9.15
2057,4.99,10.06,5.82,6.14,10.21,9.94,3.66,8.81,9.47,9.74,1.74,8.12,8.43,10.25,8.72,9.02,8.56,7.78,3.55,5.08,8.06,9.11
2058,4.91,10.07,5.69,5.82,10.09,10.02,3.53,8.91,9.46,9.79,1.68,8.14,8.54,10.28,8.68,8.83,8.34,7.83,3.46,4.87,7.96,9.19
2059,4.68,9.62,5.46,5.64,9.77,9.68,3.40,8.54,9.10,9.41,1.44,7.90,8.27,9.93,8.45,8.61,8.12,7.53,3.29,4.73,7.74,8.91
2060,4.94,9.84,5.68,5.88,9.89,9.91,3.58,8.78,9.26,9.60,1.80,8.09,8.41,10.13,8.61,8.82,8.33,7.78,3.54,4.97,7.93,9.16
2061,4.90,9.77,5.76,5.95,9.91,9.76,3.57,8.62,9.20,9.51,1.69,8.09,8.35,10.06,8.70,8.92,8.45,7.63,3.61,4.93,8.06,8.94
2062,5.00,10.02,5.95,6.09,10.12,10.07,3.75,9.03,9.53,9.81,1.57,8.47,8.79,10.39,8.94,9.13,8.64,8.03,3.58,5.00,8.27,9.31
2063,5.03,9.93,5.72,5.93,9.84,9.99,3.68,8.88,9.34,9.69,1.88,8.22,8.54,10.26,8.69,8.81,8.37,7.80,3.72,5.08,8.04,9.20
2064,5.10,10.06,5.90,6.09,10.16,10.03,3.83,8.95,9.47,9.79,1.85,8.32,8.62,10.30,8.83,9.04,8.55,7.94,3.73,5.15,8.16,9.25
2065,5.20,10.18,6.04,6.19,10.11,10.20,3.88,9.10,9.59,9.95,1.99,8.42,8.74,10.48,8.94,9.08,8.62,8.11,3.81,5.20,8.26,9.42
2066,5.32,10.31,6.12,6.29,10.16,10.22,4.07,9.16,9.75,10.03,2.11,8.42,8.82,10.53,9.04,9.24,8.76,8.09,4.00,5.38,8.35,9.40
2067,5.01,10.02,5.72,5.87,9.94,10.04,3.62,8.92,9.44,9.79,1.88,8.22,8.58,10.32,8.64,8.76,8.31,7.91,3.67,4.93,7.97,9.21
2068,4.91,9.98,5.64,5.83,9.97,9.95,3.55,8.77,9.36,9.72,1.74,8.15,8.43,10.34,8.66,8.85,8.38,7.76,3.46,4.89,8.00,9.03
2069,5.32,10.25,6.17,6.32,10.42,10.31,4.08,9.09,9.69,10.01,2.10,8.37,8.71,10.56,8.92,9.21,8.76,8.11,4.01,5.41,8.25,9.44
2070,5.17,10.06,5.96,6.16,10.23,10.08,3.78,8.92,9.50,9.81,2.05,8.33,8.64,10.35,8.86,9.17,8.66,7.94,3.77,5.17,8.18,9.26
2071,5.15,10.03,5.85,6.06,10.07,9.96,3.75,8.95,9.49,9.78,2.04,8.36,8.65,10.30,8.86,9.06,8.64,7.84,3.77,5.22,8.23,9.17
2072,5.33,10.21,6.05,6.32,10.33,10.19,3.92,9.13,9.62,9.96,2.25,8.46,8.75,10.46,8.98,9.25,8.83,8.01,3.97,5.36,8.33,9.33
2073,5.25,10.21,6.16,6.23,10.19,10.24,3.93,9.21,9.65,9.99,1.95,8.57,8.91,10.47,9.04,9.18,8.74,8.24,3.85,5.18,8.37,9.48
2074,5.28,10.11,6.02,6.24,10.18,10.23,3.95,9.09,9.57,9.89,2.14,8.48,8.77,10.41,8.96,9.12,8.66,8.10,3.92,5.26,8.30,9.47
2075,4.95,10.04,5.62,5.85,10.03,9.96,3.49,8.80,9.44,9.76,1.87,7.97,8.46,10.27,8.65,8.88,8.41,7.59,3.56,4.91,7.89,9.05
2076,5.34,10.42,6.20,6.39,10.42,10.31,4.01,9.22,9.81,10.12,2.07,8.54,8.91,10.66,9.12,9.37,8.88,8.23,3.89,5.38,8.41,9.54
2077,5.45,10.37,6.19,6.40,10.39,10.40,4.13,9.27,9.76,10.11,2.26,8.63,8.93,10.66,9.17,9.39,8.95,8.33,4.11,5.47,8.52,9.60
2078,5.41,10.29,6.19,6.46,10.46,10.28,4.14,9.24,9.80,10.04,2.17,8.53,8.91,10.56,9.14,9.39,8.90,8.14,4.10,5.47,8.45,9.51
2079,5.47,10.15,6.13,6.31,10.12,10.15,4.15,9.04,9.57,9.89,2.54,8.41,8.71,10.39,8.89,9.07,8.64,8.11,4.30,5.54,8.23,9.36
2080,5.50,10.39,6.19,6.38,10.53,10.27,4.16,9.21,9.82,10.09,2.45,8.53,8.90,10.54,9.10,9.30,8.81,8.31,4.09,5.46,8.41,9.58
2081,5.67,10.62,6.43,6.64,10.63,10.61,4.19,9.56,10.11,10.36,2.54,8.89,9.28,10.84,9.46,9.70,9.23,8.51,4.21,5.62,8.74,9.86
2082,5.35,10.25,5.89,6.22,10.41,10.29,3.86,8.97,9.67,9.99,2.43,8.28,8.68,10.61,8.98,9.23,8.74,7.81,4.09,5.29,8.28,9.31
2083,5.04,9.92,5.81,5.96,10.14,9.96,3.69,8.75,9.36,9.67,1.95,8.20,8.49,10.25,8.81,8.98,8.47,7.74,3.69,4.98,8.15,9.11
2084,5.29,10.27,6.14,6.38,10.26,10.29,3.83,9.23,9.72,10.03,2.11,8.47,8.86,10.59,9.01,9.10,8.75,8.10,3.79,5.33,8.38,9.52
2085,5.34,10.21,6.05,6.25,10.17,10.20,3.96,9.14,9.63,9.96,2.26,8.46,8.77,10.47,8.94,9.14,8.72,8.13,4.02,5.33,8.29,9.46
2086,5.56,10.39,6.43,6.51,10.46,10.54,4.26,9.35,9.82,10.18,2.34,8.90,9.08,10.71,9.31,9.43,8.98,8.56,4.19,5.53,8.68,9.84
2087,5.51,10.43,6.32,6.46,10.46,10.46,4.20,9.24,9.82,10.18,2.45,8.56,8.83,10.69,9.04,9.21,8.77,8.26,4.19,5.47,8.42,9.56
2088,5.70,10.39,6.50,6.72,10.34,10.54,4.39,9.45,9.84,10.21,2.58,8.78,9.12,10.71,9.26,9.36,8.98,8.43,4.38,5.79,8.65,9.79
2089,5.48,10.26,6.12,6.27,10.30,10.32,4.20,9.18,9.66,10.03,2.50,8.48,8.84,10.54,8.98,9.13,8.67,8.14,4.23,5.45,8.30,9.52
2090,5.38,10.37,6.18,6.38,10.36,10.37,4.16,9.10,9.72,10.09,2.19,8.41,8.76,10.68,9.02,9.28,8.82,8.21,4.08,5.40,8.33,9.43
2091,5.57,10.13,6.18,6.49,10.28,10.11,4.33,9.04,9.58,9.88,2.68,8.40,8.74,10.40,9.01,9.29,8.86,8.05,4.35,5.62,8.36,9.32
2092,5.90,10.63,6.56,6.66,10.73,10.60,4.56,9.55,10.12,10.38,2.95,8.82,9.22,10.88,9.43,9.71,9.18,8.69,4.61,5.71,8.68,9.90
2093,6.15,10.61,6.96,7.16,10.78,10.66,4.94,9.53,10.09,10.36,3.19,9.02,9.24,10.85,9.54,9.80,9.36,8.76,4.94,6.31,8.97,10.00
2094,5.67,10.40,6.35,6.48,10.34,10.38,4.42,9.25,9.87,10.13,2.68,8.67,8.98,10.69,9.10,9.28,8.85,8.40,4.38,5.75,8.44,9.60
2095,5.93,10.63,6.62,6.83,10.67,10.60,4.73,9.55,10.07,10.35,2.88,8.88,9.18,10.93,9.40,9.63,9.23,8.58,4.69,6.01,8.78,9.91
2096,5.43,10.50,6.23,6.40,10.51,10.59,3.99,9.41,9.91,10.29,2.20,8.68,9.04,10.88,9.14,9.28,8.81,8.28,4.05,5.40,8.48,9.71
2097,5.83,10.59,6.58,6.74,10.78,10.61,4.48,9.51,10.07,10.33,2.75,8.92,9.20,10.84,9.38,9.65,9.13,8.62,4.47,5.83,8.75,9.89
2098,5.84,10.43,6.52,6.73,10.60,10.45,4.59,9.50,9.94,10.21,2.84,8.83,9.19,10.61,9.36,9.55,9.16,8.48,4.58,5.91,8.69,9.76
2099,5.71,10.71,6.43,6.64,10.80,10.60,4.23,9.51,10.19,10.39,2.63,8.93,9.24,10.95,9.47,9.71,9.19,8.51,4.29,5.73,8.78,9.84
2100,5.92,10.70,6.77,6.89,10.85,10.74,4.58,9.67,10.24,10.47,2.73,9.13,9.36,11.02,9.59,9.70,9.29,8.73,4.64,5.96,8.98,9.93
