Variable:,tas
,"Wallis and Futuna","Administrative unit not available"
2015,27.29,27.01
2016,27.18,26.92
2017,27.22,26.80
2018,27.46,27.19
2019,27.30,27.08
2020,27.40,27.04
2021,27.32,27.07
2022,27.48,27.18
2023,27.41,27.13
2024,27.40,27.09
2025,27.35,27.01
2026,27.60,27.33
2027,27.49,27.20
2028,27.53,27.17
2029,27.51,27.23
2030,27.43,27.06
2031,27.55,27.26
2032,27.51,27.24
2033,27.54,27.24
2034,27.49,27.17
2035,27.44,27.14
2036,27.59,27.39
2037,27.61,27.32
2038,27.57,27.22
2039,27.48,27.18
2040,27.52,27.24
2041,27.72,27.44
2042,27.74,27.44
2043,27.54,27.31
2044,27.63,27.29
2045,27.73,27.44
2046,27.70,27.36
2047,27.51,27.23
2048,27.61,27.29
2049,27.55,27.21
2050,27.61,27.37
2051,27.52,27.22
2052,27.64,27.39
2053,27.52,27.23
2054,27.66,27.28
2055,27.59,27.31
2056,27.60,27.22
2057,27.65,27.29
2058,27.72,27.40
2059,27.56,27.27
2060,27.62,27.36
2061,27.68,27.30
2062,27.67,27.37
2063,27.61,27.35
2064,27.47,27.14
2065,27.44,27.17
2066,27.64,27.31
2067,27.65,27.33
2068,27.59,27.32
2069,27.49,27.20
2070,27.64,27.33
2071,27.67,27.32
2072,27.55,27.26
2073,27.56,27.28
2074,27.56,27.21
2075,27.53,27.22
2076,27.61,27.33
2077,27.62,27.34
2078,27.44,27.14
2079,27.53,27.25
2080,27.57,27.29
2081,27.66,27.39
2082,27.48,27.15
2083,27.46,27.15
2084,27.64,27.31
2085,27.52,27.17
2086,27.51,27.26
2087,27.51,27.28
2088,27.51,27.24
2089,27.51,27.21
2090,27.51,27.18
2091,27.56,27.28
2092,27.55,27.25
2093,27.43,27.28
2094,27.51,27.09
2095,27.62,27.31
2096,27.53,27.27
2097,27.44,27.10
2098,27.43,27.10
2099,27.41,27.08
2100,27.50,27.13
