Variable:,tasmin
,"Norfolk Island","Administrative unit not available"
2015,18.04,18.06
2016,18.08,18.04
2017,17.95,17.92
2018,18.13,18.14
2019,18.29,18.27
2020,18.18,18.17
2021,18.13,18.21
2022,18.15,18.16
2023,18.20,18.23
2024,18.28,18.27
2025,18.38,18.37
2026,18.26,18.28
2027,18.24,18.23
2028,18.23,18.26
2029,18.38,18.43
2030,18.49,18.41
2031,18.35,18.33
2032,18.37,18.40
2033,18.45,18.44
2034,18.50,18.49
2035,18.54,18.54
2036,18.54,18.55
2037,18.56,18.61
2038,18.58,18.64
2039,18.57,18.61
2040,18.67,18.66
2041,18.68,18.64
2042,18.72,18.73
2043,18.74,18.75
2044,18.66,18.68
2045,18.75,18.72
2046,18.81,18.80
2047,18.89,18.88
2048,18.79,18.73
2049,18.86,18.87
2050,18.83,18.87
2051,18.90,18.85
2052,18.86,18.83
2053,18.82,18.81
2054,18.97,18.85
2055,18.97,18.91
2056,18.95,18.92
2057,19.02,19.07
2058,18.94,18.87
2059,18.90,18.90
2060,19.02,19.11
2061,19.14,19.18
2062,19.00,19.02
2063,19.16,19.18
2064,19.21,19.24
2065,19.05,19.05
2066,19.29,19.29
2067,19.13,19.13
2068,19.26,19.29
2069,19.28,19.32
2070,19.26,19.25
2071,19.10,19.15
2072,19.08,19.08
2073,19.11,19.14
2074,19.36,19.38
2075,19.26,19.32
2076,19.24,19.28
2077,19.32,19.39
2078,19.47,19.45
2079,19.31,19.39
2080,19.45,19.45
2081,19.49,19.56
2082,19.42,19.42
2083,19.45,19.43
2084,19.43,19.49
2085,19.48,19.51
2086,19.52,19.57
2087,19.49,19.54
2088,19.38,19.43
2089,19.41,19.34
2090,19.54,19.58
2091,19.62,19.64
2092,19.55,19.58
2093,19.49,19.50
2094,19.52,19.50
2095,19.53,19.56
2096,19.62,19.61
2097,19.45,19.47
2098,19.65,19.67
2099,19.67,19.74
2100,19.55,19.62
