Variable:,tasmin
,"Pitcairn Islands","Administrative unit not available"
2015,21.69,21.25
2016,21.64,21.35
2017,21.56,21.15
2018,21.87,21.43
2019,21.86,21.39
2020,21.82,21.48
2021,21.66,21.28
2022,21.95,21.50
2023,21.70,21.19
2024,21.80,21.42
2025,21.61,21.22
2026,21.76,21.36
2027,21.86,21.40
2028,21.94,21.61
2029,21.80,21.42
2030,21.78,21.30
2031,21.95,21.50
2032,21.96,21.56
2033,21.80,21.33
2034,21.83,21.45
2035,22.14,21.63
2036,21.94,21.41
2037,21.86,21.50
2038,21.75,21.24
2039,21.74,21.35
2040,21.61,21.25
2041,21.70,21.49
2042,22.03,21.62
2043,21.97,21.54
2044,21.85,21.42
2045,21.73,21.30
2046,21.79,21.30
2047,21.71,21.21
2048,21.96,21.48
2049,21.82,21.42
2050,21.73,21.27
2051,21.80,21.32
2052,21.92,21.54
2053,21.95,21.54
2054,21.96,21.57
2055,22.01,21.57
2056,21.89,21.54
2057,21.91,21.48
2058,21.80,21.41
2059,21.85,21.41
2060,22.01,21.50
2061,21.81,21.30
2062,21.85,21.47
2063,21.69,21.27
2064,21.81,21.43
2065,21.92,21.57
2066,21.94,21.49
2067,22.01,21.55
2068,21.84,21.42
2069,21.91,21.44
2070,21.85,21.42
2071,21.96,21.63
2072,22.02,21.67
2073,21.64,21.36
2074,21.82,21.41
2075,21.82,21.44
2076,21.66,21.26
2077,21.91,21.58
2078,21.86,21.53
2079,21.60,21.12
2080,21.55,21.27
2081,21.72,21.48
2082,21.89,21.54
2083,21.77,21.30
2084,21.77,21.33
2085,21.70,21.30
2086,21.76,21.42
2087,21.76,21.35
2088,21.75,21.33
2089,21.80,21.38
2090,21.81,21.37
2091,21.87,21.52
2092,21.67,21.41
2093,21.97,21.48
2094,21.75,21.32
2095,21.52,21.15
2096,21.75,21.35
2097,21.80,21.46
2098,21.35,21.00
2099,21.55,21.20
2100,21.46,21.10
