Variable:,tas
,Niue,"Administrative unit not available"
2015,25.48,25.27
2016,25.48,25.27
2017,25.23,25.00
2018,25.65,25.44
2019,25.61,25.35
2020,25.47,25.19
2021,25.70,25.36
2022,25.56,25.44
2023,25.74,25.46
2024,25.58,25.37
2025,25.60,25.36
2026,25.80,25.58
2027,25.61,25.37
2028,25.61,25.37
2029,25.79,25.52
2030,25.42,25.19
2031,25.58,25.32
2032,25.84,25.54
2033,25.80,25.54
2034,25.76,25.45
2035,25.48,25.28
2036,25.92,25.75
2037,25.80,25.53
2038,25.63,25.34
2039,25.60,25.34
2040,25.77,25.50
2041,25.92,25.69
2042,25.89,25.69
2043,25.76,25.51
2044,25.71,25.49
2045,25.83,25.60
2046,25.85,25.62
2047,25.58,25.35
2048,25.82,25.63
2049,25.72,25.46
2050,25.68,25.39
2051,25.66,25.43
2052,25.88,25.63
2053,25.79,25.51
2054,25.74,25.50
2055,25.78,25.53
2056,25.67,25.41
2057,25.76,25.53
2058,25.87,25.61
2059,25.54,25.32
2060,25.86,25.60
2061,25.70,25.46
2062,26.00,25.74
2063,25.90,25.69
2064,25.88,25.62
2065,25.85,25.60
2066,25.80,25.54
2067,25.63,25.39
2068,25.88,25.66
2069,25.84,25.64
2070,25.79,25.53
2071,25.79,25.60
2072,25.87,25.66
2073,25.75,25.50
2074,25.70,25.45
2075,25.79,25.56
2076,25.67,25.41
2077,25.81,25.56
2078,25.67,25.46
2079,25.73,25.48
2080,25.82,25.54
2081,25.94,25.77
2082,25.59,25.34
2083,25.53,25.26
2084,25.67,25.38
2085,25.63,25.40
2086,25.77,25.46
2087,25.75,25.46
2088,25.65,25.45
2089,25.65,25.34
2090,25.63,25.35
2091,25.61,25.38
2092,25.77,25.55
2093,25.90,25.65
2094,25.71,25.44
2095,25.72,25.41
2096,25.85,25.58
2097,25.82,25.56
2098,25.47,25.21
2099,25.52,25.26
2100,25.52,25.26
