Variable:,tasmin
,"Norfolk Island","Administrative unit not available"
2015,17.95,17.99
2016,18.02,18.03
2017,18.06,18.09
2018,17.99,18.03
2019,18.11,18.17
2020,18.28,18.29
2021,18.20,18.14
2022,18.12,18.11
2023,18.23,18.21
2024,18.31,18.34
2025,18.24,18.25
2026,18.39,18.37
2027,18.14,18.17
2028,18.44,18.46
2029,18.33,18.30
2030,18.43,18.46
2031,18.39,18.32
2032,18.55,18.53
2033,18.53,18.51
2034,18.36,18.38
2035,18.37,18.35
2036,18.41,18.39
2037,18.55,18.52
2038,18.44,18.53
2039,18.45,18.39
2040,18.54,18.55
2041,18.49,18.46
2042,18.44,18.53
2043,18.53,18.57
2044,18.67,18.71
2045,18.67,18.70
2046,18.52,18.46
2047,18.63,18.62
2048,18.56,18.57
2049,18.37,18.42
2050,18.44,18.48
2051,18.81,18.77
2052,18.69,18.66
2053,18.56,18.47
2054,18.52,18.58
2055,18.61,18.65
2056,18.63,18.67
2057,18.61,18.57
2058,18.66,18.69
2059,18.76,18.75
2060,18.73,18.70
2061,18.79,18.76
2062,18.73,18.76
2063,18.66,18.66
2064,18.74,18.75
2065,18.68,18.72
2066,18.61,18.70
2067,18.78,18.79
2068,18.85,18.83
2069,18.73,18.67
2070,18.69,18.72
2071,18.84,18.92
2072,18.67,18.66
2073,18.66,18.63
2074,18.69,18.74
2075,18.66,18.69
2076,18.63,18.65
2077,18.71,18.80
2078,18.72,18.76
2079,18.68,18.76
2080,18.60,18.65
2081,18.58,18.56
2082,18.56,18.58
2083,18.68,18.69
2084,18.56,18.62
2085,18.58,18.60
2086,18.58,18.55
2087,18.68,18.65
2088,18.71,18.68
2089,18.68,18.69
2090,18.74,18.76
2091,18.74,18.72
2092,18.56,18.70
2093,18.69,18.67
2094,18.66,18.66
2095,18.62,18.60
2096,18.62,18.55
2097,18.74,18.76
2098,18.71,18.71
2099,18.60,18.57
2100,18.82,18.87
