Variable:,tas
,"Marshall Islands","Administrative unit not available"
2015,27.39,27.25
2016,27.49,27.36
2017,27.48,27.38
2018,27.47,27.33
2019,27.44,27.35
2020,27.51,27.39
2021,27.68,27.54
2022,27.62,27.50
2023,27.63,27.54
2024,27.69,27.55
2025,27.74,27.60
2026,27.72,27.59
2027,27.76,27.62
2028,27.75,27.63
2029,27.79,27.65
2030,27.80,27.67
2031,27.82,27.72
2032,27.80,27.68
2033,27.89,27.79
2034,27.87,27.72
2035,27.86,27.76
2036,27.90,27.81
2037,27.97,27.86
2038,27.97,27.85
2039,28.03,27.92
2040,28.01,27.89
2041,28.06,27.94
2042,28.01,27.93
2043,28.05,27.89
2044,27.98,27.87
2045,28.06,27.93
2046,28.17,28.03
2047,28.08,27.99
2048,28.28,28.15
2049,28.23,28.13
2050,28.22,28.11
2051,28.26,28.11
2052,28.37,28.23
2053,28.26,28.12
2054,28.30,28.19
2055,28.34,28.23
2056,28.40,28.27
2057,28.47,28.35
2058,28.49,28.35
2059,28.44,28.32
2060,28.37,28.26
2061,28.41,28.29
2062,28.41,28.28
2063,28.64,28.52
2064,28.52,28.40
2065,28.47,28.34
2066,28.54,28.41
2067,28.57,28.44
2068,28.66,28.52
2069,28.58,28.47
2070,28.59,28.50
2071,28.67,28.52
2072,28.67,28.53
2073,28.54,28.47
2074,28.58,28.47
2075,28.53,28.45
2076,28.64,28.53
2077,28.77,28.64
2078,28.71,28.59
2079,28.82,28.70
2080,28.85,28.68
2081,28.76,28.61
2082,28.73,28.58
2083,28.81,28.69
2084,28.88,28.74
2085,28.75,28.65
2086,28.87,28.79
2087,28.84,28.69
2088,28.83,28.69
2089,28.85,28.75
2090,28.77,28.66
2091,28.83,28.76
2092,28.88,28.74
2093,28.88,28.71
2094,28.97,28.80
2095,28.98,28.84
2096,28.96,28.84
2097,28.80,28.69
2098,28.88,28.74
2099,28.79,28.72
2100,28.87,28.78
