Variable:,tasmin
,"Christmas Island","Administrative unit not available"
2015,24.12,24.90
2016,24.10,24.88
2017,24.04,24.84
2018,24.16,24.98
2019,24.32,25.14
2020,24.25,25.02
2021,24.29,25.10
2022,24.30,25.10
2023,24.36,25.18
2024,24.42,25.24
2025,24.38,25.18
2026,24.39,25.18
2027,24.40,25.23
2028,24.41,25.18
2029,24.44,25.22
2030,24.48,25.25
2031,24.42,25.25
2032,24.47,25.20
2033,24.48,25.29
2034,24.53,25.31
2035,24.52,25.33
2036,24.51,25.34
2037,24.56,25.35
2038,24.53,25.33
2039,24.56,25.35
2040,24.55,25.36
2041,24.54,25.33
2042,24.52,25.34
2043,24.58,25.39
2044,24.62,25.44
2045,24.55,25.36
2046,24.63,25.52
2047,24.64,25.42
2048,24.56,25.34
2049,24.70,25.54
2050,24.63,25.42
2051,24.70,25.52
2052,24.67,25.48
2053,24.66,25.44
2054,24.73,25.57
2055,24.65,25.40
2056,24.62,25.41
2057,24.61,25.42
2058,24.60,25.38
2059,24.75,25.54
2060,24.75,25.60
2061,24.77,25.57
2062,24.69,25.50
2063,24.65,25.46
2064,24.82,25.60
2065,24.70,25.47
2066,24.78,25.56
2067,24.67,25.49
2068,24.70,25.53
2069,24.64,25.45
2070,24.73,25.55
2071,24.66,25.46
2072,24.64,25.52
2073,24.68,25.47
2074,24.81,25.66
2075,24.72,25.55
2076,24.74,25.54
2077,24.72,25.48
2078,24.65,25.51
2079,24.70,25.49
2080,24.81,25.62
2081,24.86,25.65
2082,24.74,25.56
2083,24.84,25.62
2084,24.88,25.61
2085,24.71,25.49
2086,24.65,25.47
2087,24.61,25.43
2088,24.77,25.59
2089,24.75,25.54
2090,24.55,25.40
2091,24.65,25.46
2092,24.70,25.53
2093,24.64,25.46
2094,24.73,25.55
2095,24.57,25.38
2096,24.62,25.48
2097,24.70,25.53
2098,24.65,25.44
2099,24.68,25.45
2100,24.67,25.47
