Variable:,tas
,"New Caledonia","Administrative unit not available"
2015,23.09,23.47
2016,23.04,23.47
2017,23.07,23.47
2018,23.05,23.48
2019,23.19,23.59
2020,23.19,23.57
2021,23.12,23.53
2022,23.18,23.56
2023,23.23,23.62
2024,23.19,23.59
2025,23.37,23.79
2026,23.18,23.62
2027,23.15,23.58
2028,23.24,23.64
2029,23.33,23.76
2030,23.35,23.76
2031,23.26,23.65
2032,23.33,23.73
2033,23.55,23.92
2034,23.39,23.80
2035,23.44,23.84
2036,23.51,23.92
2037,23.40,23.81
2038,23.43,23.83
2039,23.49,23.89
2040,23.57,23.96
2041,23.65,24.06
2042,23.65,24.06
2043,23.61,24.01
2044,23.64,24.04
2045,23.77,24.18
2046,23.65,24.08
2047,23.73,24.16
2048,23.65,24.08
2049,23.75,24.15
2050,23.78,24.20
2051,23.77,24.20
2052,23.64,24.04
2053,23.84,24.26
2054,23.83,24.24
2055,23.87,24.29
2056,23.96,24.37
2057,24.03,24.43
2058,23.85,24.26
2059,23.78,24.19
2060,24.00,24.40
2061,24.03,24.43
2062,23.73,24.16
2063,24.07,24.47
2064,24.14,24.55
2065,24.05,24.45
2066,24.23,24.63
2067,24.01,24.41
2068,24.12,24.53
2069,24.08,24.48
2070,24.18,24.55
2071,24.12,24.52
2072,24.09,24.51
2073,24.15,24.58
2074,24.30,24.70
2075,24.22,24.67
2076,24.05,24.46
2077,24.20,24.58
2078,24.51,24.88
2079,24.22,24.65
2080,24.27,24.70
2081,24.28,24.67
2082,24.26,24.67
2083,24.39,24.81
2084,24.43,24.84
2085,24.55,24.98
2086,24.40,24.81
2087,24.39,24.79
2088,24.36,24.75
2089,24.34,24.73
2090,24.28,24.70
2091,24.45,24.86
2092,24.42,24.84
2093,24.42,24.82
2094,24.39,24.81
2095,24.50,24.91
2096,24.36,24.73
2097,24.38,24.80
2098,24.48,24.86
2099,24.52,24.97
2100,24.46,24.88
