Variable:,tasmin
,Svalbard,"Administrative unit not available"
2015,-8.36,-7.60
2016,-8.58,-7.72
2017,-8.32,-7.58
2018,-8.18,-7.39
2019,-7.76,-6.99
2020,-8.52,-7.76
2021,-7.70,-6.91
2022,-8.38,-7.54
2023,-8.23,-7.41
2024,-8.11,-7.33
2025,-8.25,-7.49
2026,-8.19,-7.37
2027,-8.23,-7.39
2028,-8.09,-7.32
2029,-7.78,-7.16
2030,-7.36,-6.57
2031,-7.20,-6.46
2032,-7.72,-6.92
2033,-7.78,-6.95
2034,-6.83,-6.15
2035,-7.13,-6.36
2036,-7.22,-6.53
2037,-7.40,-6.62
2038,-6.37,-5.59
2039,-6.58,-5.75
2040,-6.59,-5.85
2041,-6.21,-5.41
2042,-6.52,-5.76
2043,-6.69,-5.81
2044,-5.46,-4.75
2045,-6.64,-5.77
2046,-5.54,-4.84
2047,-5.96,-5.23
2048,-5.75,-4.98
2049,-5.15,-4.37
2050,-4.98,-4.33
2051,-5.38,-4.59
2052,-5.45,-4.66
2053,-5.55,-4.85
2054,-5.24,-4.47
2055,-5.29,-4.50
2056,-5.94,-5.13
2057,-4.71,-3.85
2058,-5.01,-4.29
2059,-5.26,-4.51
2060,-5.10,-4.48
2061,-4.36,-3.79
2062,-4.59,-3.92
2063,-4.59,-3.81
2064,-4.10,-3.40
2065,-4.68,-3.99
2066,-4.44,-3.72
2067,-4.53,-3.76
2068,-3.60,-2.92
2069,-4.35,-3.61
2070,-3.92,-3.19
2071,-3.10,-2.46
2072,-3.86,-3.08
2073,-3.71,-3.03
2074,-4.31,-3.61
2075,-4.08,-3.40
2076,-3.66,-2.98
2077,-3.22,-2.52
2078,-3.01,-2.36
2079,-2.96,-2.26
2080,-3.04,-2.37
2081,-3.13,-2.40
2082,-2.83,-2.17
2083,-3.24,-2.61
2084,-3.43,-2.77
2085,-3.04,-2.42
2086,-3.18,-2.51
2087,-2.80,-2.26
2088,-3.12,-2.50
2089,-3.56,-2.92
2090,-3.35,-2.69
2091,-3.38,-2.71
2092,-2.81,-2.23
2093,-2.44,-1.82
2094,-2.35,-1.75
2095,-2.23,-1.58
2096,-2.01,-1.48
2097,-2.08,-1.58
2098,-2.06,-1.55
2099,-1.93,-1.44
2100,-2.66,-2.03
