Variable:,tasmin
,Niue,"Administrative unit not available"
2015,23.18,23.35
2016,23.17,23.31
2017,23.17,23.31
2018,23.17,23.29
2019,23.31,23.40
2020,23.23,23.35
2021,23.39,23.47
2022,23.33,23.45
2023,23.43,23.55
2024,23.42,23.54
2025,23.46,23.59
2026,23.38,23.51
2027,23.56,23.68
2028,23.48,23.66
2029,23.47,23.59
2030,23.48,23.65
2031,23.62,23.74
2032,23.56,23.66
2033,23.59,23.76
2034,23.56,23.73
2035,23.67,23.80
2036,23.62,23.74
2037,23.59,23.73
2038,23.60,23.70
2039,23.78,23.90
2040,23.74,23.89
2041,23.67,23.83
2042,23.61,23.75
2043,23.55,23.66
2044,23.76,23.87
2045,23.67,23.78
2046,23.61,23.74
2047,23.79,23.85
2048,23.88,23.97
2049,23.77,23.84
2050,23.61,23.73
2051,23.69,23.82
2052,23.85,23.97
2053,23.72,23.87
2054,23.54,23.70
2055,23.63,23.79
2056,23.74,23.88
2057,23.79,23.92
2058,23.72,23.84
2059,23.68,23.76
2060,23.91,23.98
2061,23.83,23.95
2062,23.70,23.87
2063,23.67,23.82
2064,23.78,23.90
2065,23.79,23.91
2066,23.70,23.83
2067,23.88,24.02
2068,23.83,23.93
2069,23.92,24.03
2070,23.86,23.98
2071,23.87,24.00
2072,23.79,23.90
2073,23.65,23.79
2074,23.83,23.97
2075,23.75,23.90
2076,23.83,23.97
2077,23.67,23.79
2078,23.61,23.76
2079,23.84,24.01
2080,23.78,23.90
2081,23.67,23.81
2082,23.72,23.86
2083,23.69,23.82
2084,23.77,23.93
2085,23.69,23.81
2086,23.66,23.79
2087,23.65,23.77
2088,23.85,24.01
2089,23.85,23.97
2090,23.72,23.80
2091,23.85,23.98
2092,23.81,23.93
2093,23.77,23.86
2094,23.82,23.98
2095,23.74,23.81
2096,23.77,23.92
2097,23.72,23.88
2098,23.69,23.86
2099,23.76,23.89
2100,23.72,23.85
