Variable:,tasmin
,Switzerland,Aargau,"Appenzell Ausser-rhoden","Appenzell Inner-rhoden",Basel-landschaft,Basel-stadt,Bern,Fribourg,Geneve,Glarus,Graubunden,Jura,Luzern,Neuchatel,Nidwalden,Obwalden,"Sankt Gallen",Schaffhausen,Schwyz,Solothurn,Thurgau,Ticino,Uri,Valais,Vaud,Zug,Zurich
2035,3.99,4.97,3.23,3.23,5.57,5.57,3.00,3.26,6.45,4.19,4.83,5.72,4.29,6.30,2.59,2.52,3.62,4.81,4.20,5.57,3.87,3.41,2.52,2.48,5.53,4.81,4.81
2036,3.95,4.85,3.32,3.32,5.49,5.49,2.95,3.23,6.40,4.18,4.80,5.65,4.18,6.27,2.45,2.38,3.68,4.68,4.07,5.49,3.87,3.30,2.38,2.45,5.48,4.68,4.68
2037,3.93,4.85,3.28,3.28,5.50,5.50,2.91,3.18,6.40,4.15,4.75,5.65,4.17,6.25,2.50,2.43,3.64,4.67,4.07,5.50,3.84,3.33,2.43,2.40,5.48,4.67,4.67
2038,3.92,4.86,3.21,3.21,5.48,5.48,2.96,3.23,6.39,4.14,4.74,5.64,4.21,6.26,2.56,2.49,3.59,4.70,4.11,5.48,3.81,3.37,2.49,2.47,5.48,4.70,4.70
2039,3.93,4.88,3.20,3.20,5.61,5.61,2.95,3.18,6.42,4.12,4.71,5.77,4.21,6.33,2.55,2.48,3.57,4.69,4.10,5.61,3.80,3.36,2.48,2.40,5.48,4.69,4.69
2040,4.04,4.97,3.30,3.30,5.60,5.60,2.99,3.25,6.49,4.24,4.90,5.76,4.28,6.36,2.57,2.50,3.68,4.80,4.19,5.60,3.90,3.40,2.50,2.47,5.56,4.80,4.80
2041,3.87,4.84,3.15,3.15,5.50,5.50,2.86,3.11,6.34,4.05,4.61,5.67,4.16,6.25,2.46,2.39,3.52,4.66,4.06,5.50,3.76,3.26,2.39,2.33,5.41,4.66,4.66
2042,4.11,5.01,3.42,3.42,5.72,5.72,3.13,3.38,6.54,4.28,4.86,5.86,4.35,6.41,2.68,2.61,3.78,4.82,4.23,5.72,3.98,3.49,2.61,2.60,5.63,4.82,4.82
2043,4.03,4.94,3.35,3.35,5.60,5.60,2.98,3.22,6.45,4.24,4.85,5.77,4.27,6.37,2.67,2.60,3.71,4.76,4.19,5.60,3.92,3.48,2.60,2.47,5.52,4.76,4.76
2044,4.15,5.09,3.44,3.44,5.77,5.77,3.16,3.41,6.62,4.36,4.97,5.92,4.42,6.50,2.76,2.69,3.81,4.91,4.32,5.77,4.03,3.58,2.69,2.63,5.70,4.91,4.91
2045,4.10,5.09,3.25,3.25,5.80,5.80,3.17,3.41,6.61,4.27,4.96,5.97,4.42,6.53,2.76,2.69,3.65,4.90,4.31,5.80,3.91,3.57,2.69,2.63,5.69,4.90,4.90
2046,3.90,4.87,3.19,3.19,5.49,5.49,2.88,3.15,6.38,4.09,4.68,5.64,4.18,6.24,2.49,2.42,3.56,4.70,4.09,5.49,3.80,3.30,2.42,2.37,5.45,4.70,4.70
2047,4.28,5.20,3.61,3.61,5.88,5.88,3.29,3.53,6.69,4.49,5.09,6.04,4.54,6.60,2.89,2.82,3.97,5.02,4.43,5.88,4.18,3.69,2.82,2.77,5.78,5.02,5.02
2048,4.53,5.45,3.87,3.87,6.04,6.04,3.48,3.72,6.86,4.77,5.39,6.19,4.78,6.74,3.14,3.07,4.24,5.29,4.70,6.04,4.44,3.96,3.07,2.97,5.96,5.29,5.29
2049,4.26,5.17,3.64,3.64,5.83,5.83,3.25,3.47,6.59,4.48,5.07,5.98,4.50,6.49,2.86,2.79,3.99,4.99,4.40,5.83,4.18,3.68,2.79,2.72,5.69,4.99,4.99
2050,4.41,5.40,3.75,3.75,6.02,6.02,3.30,3.50,6.71,4.62,5.21,6.14,4.69,6.59,2.92,2.84,4.12,5.24,4.60,6.02,4.35,3.75,2.84,2.75,5.79,5.24,5.24
2051,4.27,5.15,3.57,3.57,5.87,5.87,3.39,3.66,6.80,4.51,5.11,6.02,4.54,6.65,3.03,2.97,3.94,4.96,4.43,5.87,4.13,3.83,2.97,2.90,5.90,4.96,4.96
2052,4.43,5.37,3.71,3.71,6.10,6.10,3.44,3.66,6.84,4.59,5.18,6.25,4.70,6.77,3.02,2.95,4.07,5.18,4.59,6.10,4.30,3.82,2.95,2.89,5.93,5.18,5.18
2053,4.34,5.21,3.78,3.78,5.76,5.76,3.17,3.41,6.61,4.64,5.31,5.93,4.52,6.53,2.89,2.82,4.14,5.06,4.46,5.76,4.30,3.74,2.82,2.66,5.69,5.06,5.06
2054,4.25,5.19,3.42,3.42,5.80,5.80,3.28,3.52,6.64,4.52,5.28,5.94,4.54,6.50,2.95,2.88,3.84,5.03,4.46,5.80,4.07,3.79,2.88,2.79,5.74,5.03,5.03
2055,4.55,5.52,3.86,3.86,6.08,6.08,3.53,3.75,6.89,4.82,5.43,6.22,4.85,6.75,3.23,3.16,4.24,5.37,4.78,6.08,4.47,4.04,3.16,3.02,5.99,5.37,5.37
2056,4.35,5.30,3.68,3.68,5.94,5.94,3.35,3.60,6.76,4.55,5.13,6.09,4.63,6.64,2.95,2.88,4.04,5.13,4.53,5.94,4.26,3.76,2.88,2.83,5.85,5.13,5.13
2057,4.43,5.36,3.67,3.67,6.05,6.05,3.48,3.76,6.98,4.63,5.26,6.20,4.71,6.82,3.09,3.02,4.05,5.17,4.60,6.05,4.27,3.89,3.02,2.98,6.06,5.17,5.17
2058,4.63,5.52,3.91,3.91,6.24,6.24,3.66,3.89,7.04,4.83,5.43,6.41,4.88,6.96,3.30,3.23,4.28,5.33,4.77,6.24,4.48,4.10,3.23,3.15,6.13,5.33,5.33
2059,4.77,5.71,4.16,4.16,6.29,6.29,3.72,4.02,7.26,4.94,5.52,6.45,5.02,7.10,3.26,3.19,4.50,5.56,4.93,6.29,4.72,4.08,3.19,3.21,6.33,5.56,5.56
2060,4.66,5.64,3.95,3.95,6.18,6.18,3.59,3.87,7.14,4.89,5.51,6.34,4.95,6.99,3.29,3.22,4.33,5.50,4.89,6.18,4.57,4.11,3.22,3.10,6.20,5.50,5.50
2061,4.59,5.50,3.87,3.87,6.15,6.15,3.61,3.87,7.07,4.81,5.44,6.31,4.85,6.94,3.26,3.19,4.25,5.33,4.76,6.15,4.46,4.08,3.19,3.12,6.15,5.33,5.33
2062,4.76,5.69,4.04,4.04,6.42,6.42,3.76,3.96,7.11,4.96,5.59,6.59,5.02,7.09,3.34,3.27,4.41,5.50,4.91,6.42,4.63,4.17,3.27,3.20,6.21,5.50,5.50
2063,4.69,5.63,3.99,3.99,6.26,6.26,3.64,3.86,7.06,4.93,5.55,6.40,4.95,6.94,3.30,3.23,4.37,5.46,4.87,6.26,4.58,4.13,3.23,3.12,6.14,5.46,5.46
2064,4.45,5.35,3.81,3.81,5.98,5.98,3.43,3.66,6.80,4.66,5.25,6.15,4.69,6.71,3.08,3.01,4.16,5.18,4.60,5.98,4.36,3.89,3.01,2.92,5.89,5.18,5.18
2065,4.73,5.66,4.07,4.07,6.19,6.19,3.65,3.96,7.23,4.98,5.62,6.36,4.98,7.07,3.30,3.23,4.44,5.52,4.91,6.19,4.65,4.14,3.23,3.18,6.29,5.52,5.52
2066,4.67,5.64,3.94,3.94,6.16,6.16,3.68,3.97,7.15,4.89,5.48,6.34,4.97,7.02,3.36,3.29,4.32,5.50,4.91,6.16,4.57,4.15,3.29,3.21,6.24,5.50,5.50
2067,4.79,5.75,4.01,4.01,6.37,6.37,3.79,4.03,7.22,5.01,5.66,6.53,5.08,7.11,3.45,3.38,4.40,5.59,5.00,6.37,4.65,4.27,3.38,3.28,6.30,5.59,5.59
2068,4.89,5.81,4.19,4.19,6.40,6.40,3.86,4.12,7.32,5.15,5.80,6.55,5.15,7.17,3.55,3.48,4.57,5.65,5.07,6.40,4.78,4.37,3.48,3.37,6.40,5.65,5.65
2069,4.90,5.83,4.20,4.20,6.43,6.43,3.85,4.09,7.29,5.15,5.76,6.59,5.17,7.17,3.61,3.54,4.58,5.67,5.10,6.43,4.79,4.41,3.54,3.36,6.37,5.67,5.67
2070,4.55,5.44,3.88,3.88,6.03,6.03,3.53,3.80,6.98,4.79,5.37,6.19,4.79,6.83,3.25,3.18,4.25,5.28,4.72,6.03,4.44,4.05,3.18,3.05,6.07,5.28,5.28
2071,4.78,5.66,4.07,4.07,6.32,6.32,3.86,4.19,7.33,5.01,5.70,6.47,5.02,7.14,3.34,3.27,4.45,5.48,4.89,6.32,4.64,4.18,3.27,3.40,6.43,5.48,5.48
2072,4.68,5.61,3.96,3.96,6.35,6.35,3.70,3.93,7.13,4.86,5.48,6.51,4.94,7.04,3.24,3.17,4.33,5.41,4.81,6.35,4.54,4.07,3.17,3.16,6.20,5.41,5.41
2073,4.89,5.81,4.22,4.22,6.42,6.42,3.88,4.15,7.34,5.11,5.71,6.58,5.15,7.20,3.50,3.43,4.59,5.65,5.06,6.42,4.80,4.31,3.43,3.39,6.42,5.65,5.65
2074,5.07,6.05,4.39,4.39,6.67,6.67,4.06,4.29,7.47,5.28,5.84,6.81,5.37,7.35,3.69,3.62,4.76,5.89,5.29,6.67,4.99,4.50,3.62,3.53,6.56,5.89,5.89
2075,4.69,5.64,3.98,3.98,6.29,6.29,3.66,3.91,7.12,4.86,5.48,6.44,4.96,7.00,3.26,3.19,4.34,5.47,4.86,6.29,4.58,4.08,3.19,3.15,6.20,5.47,5.47
2076,4.95,5.94,4.28,4.28,6.46,6.46,3.95,4.24,7.41,5.17,5.73,6.60,5.26,7.21,3.57,3.50,4.65,5.80,5.19,6.46,4.89,4.37,3.50,3.47,6.50,5.80,5.80
2077,4.56,5.43,3.84,3.84,6.07,6.07,3.63,3.94,7.12,4.80,5.46,6.23,4.81,6.92,3.28,3.22,4.22,5.26,4.72,6.07,4.41,4.11,3.22,3.17,6.21,5.26,5.26
2078,5.01,5.87,4.34,4.34,6.45,6.45,3.98,4.25,7.38,5.31,6.00,6.62,5.23,7.25,3.68,3.61,4.72,5.72,5.16,6.45,4.90,4.52,3.61,3.52,6.48,5.72,5.72
2079,4.92,5.82,4.20,4.20,6.51,6.51,3.96,4.23,7.43,5.16,5.84,6.66,5.18,7.28,3.62,3.55,4.58,5.64,5.08,6.51,4.78,4.44,3.55,3.47,6.51,5.64,5.64
2080,4.82,5.73,4.11,4.11,6.43,6.43,3.85,4.08,7.21,5.03,5.65,6.57,5.08,7.10,3.47,3.40,4.48,5.54,4.97,6.43,4.69,4.28,3.40,3.33,6.31,5.54,5.54
2081,5.00,5.95,4.20,4.20,6.71,6.71,4.08,4.35,7.55,5.11,5.71,6.86,5.28,7.42,3.57,3.50,4.57,5.74,5.14,6.71,4.82,4.37,3.50,3.55,6.63,5.74,5.74
2082,5.18,6.02,4.47,4.47,6.71,6.71,4.24,4.55,7.69,5.39,6.05,6.87,5.39,7.52,3.78,3.71,4.84,5.83,5.27,6.71,5.02,4.60,3.71,3.77,6.79,5.83,5.83
2083,4.80,5.71,4.08,4.08,6.36,6.36,3.85,4.11,7.26,5.03,5.67,6.53,5.07,7.15,3.51,3.44,4.46,5.54,4.98,6.36,4.67,4.33,3.44,3.37,6.35,5.54,5.54
2084,5.01,5.88,4.36,4.36,6.52,6.52,4.05,4.33,7.45,5.24,5.84,6.66,5.25,7.27,3.65,3.58,4.72,5.71,5.14,6.52,4.90,4.46,3.58,3.58,6.55,5.71,5.71
2085,4.96,5.85,4.27,4.27,6.52,6.52,3.93,4.18,7.38,5.21,5.88,6.67,5.19,7.25,3.60,3.53,4.65,5.67,5.10,6.52,4.83,4.43,3.53,3.43,6.46,5.67,5.67
2086,5.11,6.03,4.38,4.38,6.62,6.62,4.08,4.36,7.57,5.36,6.04,6.77,5.36,7.40,3.73,3.66,4.77,5.87,5.28,6.62,4.98,4.57,3.66,3.60,6.64,5.87,5.87
2087,5.41,6.42,4.69,4.69,7.03,7.03,4.34,4.56,7.79,5.58,6.15,7.15,5.71,7.64,3.96,3.88,5.06,6.26,5.63,7.03,5.32,4.76,3.88,3.80,6.87,6.26,6.26
2088,5.09,5.92,4.41,4.41,6.56,6.56,4.12,4.42,7.58,5.36,6.03,6.74,5.30,7.44,3.77,3.71,4.78,5.75,5.21,6.56,4.95,4.61,3.71,3.67,6.67,5.75,5.75
2089,5.09,6.00,4.36,4.36,6.60,6.60,4.06,4.33,7.54,5.33,6.05,6.77,5.33,7.40,3.67,3.60,4.75,5.84,5.24,6.60,4.96,4.52,3.60,3.58,6.61,5.84,5.84
2090,5.18,6.13,4.48,4.48,6.67,6.67,4.23,4.47,7.53,5.41,6.01,6.82,5.48,7.39,3.90,3.83,4.85,5.98,5.41,6.67,5.08,4.69,3.83,3.75,6.65,5.98,5.98
2091,5.12,6.02,4.47,4.47,6.56,6.56,4.08,4.34,7.48,5.37,5.99,6.73,5.37,7.37,3.80,3.73,4.83,5.88,5.31,6.56,5.04,4.61,3.73,3.60,6.58,5.88,5.88
2092,5.18,6.06,4.55,4.55,6.65,6.65,4.07,4.34,7.59,5.43,6.08,6.80,5.39,7.42,3.79,3.72,4.91,5.90,5.32,6.65,5.09,4.62,3.72,3.58,6.66,5.90,5.90
2093,4.98,5.88,4.30,4.30,6.57,6.57,3.94,4.18,7.40,5.21,5.88,6.72,5.20,7.28,3.53,3.46,4.67,5.69,5.10,6.57,4.86,4.38,3.46,3.42,6.47,5.69,5.69
2094,5.07,6.01,4.30,4.30,6.71,6.71,4.16,4.42,7.60,5.31,5.97,6.86,5.37,7.45,3.79,3.72,4.69,5.82,5.26,6.71,4.91,4.60,3.72,3.66,6.69,5.82,5.82
2095,4.99,5.87,4.28,4.28,6.52,6.52,4.00,4.28,7.52,5.27,5.93,6.68,5.24,7.34,3.76,3.70,4.66,5.69,5.16,6.52,4.85,4.57,3.70,3.52,6.59,5.69,5.69
2096,5.56,6.46,4.83,4.83,7.09,7.09,4.51,4.76,7.98,5.83,6.54,7.25,5.81,7.86,4.28,4.21,5.22,6.29,5.74,7.09,5.42,5.10,4.21,4.02,7.06,6.29,6.29
2097,5.08,5.92,4.37,4.37,6.63,6.63,4.06,4.31,7.49,5.28,5.96,6.80,5.27,7.41,3.65,3.58,4.74,5.73,5.16,6.63,4.92,4.49,3.58,3.55,6.58,5.73,5.73
2098,5.38,6.29,4.70,4.70,6.87,6.87,4.35,4.69,8.03,5.60,6.20,7.04,5.63,7.80,4.01,3.94,5.07,6.14,5.55,6.87,5.28,4.82,3.94,3.88,7.08,6.14,6.14
2099,5.52,6.52,4.79,4.79,7.10,7.10,4.45,4.68,7.90,5.75,6.39,7.20,5.82,7.69,4.14,4.07,5.18,6.37,5.76,7.10,5.43,4.96,4.07,3.92,6.98,6.37,6.37
2100,5.40,6.32,4.74,4.74,6.93,6.93,4.39,4.63,7.78,5.64,6.23,7.08,5.66,7.66,4.07,4.00,5.10,6.16,5.59,6.93,5.31,4.88,4.00,3.89,6.88,6.16,6.16
