Variable:,tas
,"Cook Islands","Administrative unit not available"
2015,24.59,24.78
2016,24.55,24.76
2017,24.52,24.69
2018,24.55,24.72
2019,24.65,24.83
2020,24.70,24.87
2021,24.71,24.89
2022,24.59,24.79
2023,24.75,24.92
2024,24.75,24.94
2025,24.84,25.02
2026,24.88,25.03
2027,24.75,24.94
2028,24.70,24.88
2029,24.71,24.91
2030,24.80,24.97
2031,24.75,24.92
2032,24.72,24.91
2033,24.91,25.11
2034,24.84,25.02
2035,25.02,25.22
2036,24.87,25.06
2037,25.05,25.21
2038,25.02,25.21
2039,25.10,25.25
2040,25.02,25.19
2041,25.12,25.26
2042,24.91,25.10
2043,25.09,25.28
2044,25.10,25.28
2045,25.10,25.27
2046,25.16,25.35
2047,25.11,25.29
2048,25.06,25.24
2049,25.12,25.32
2050,25.22,25.40
2051,25.25,25.41
2052,25.20,25.40
2053,25.31,25.52
2054,25.32,25.49
2055,25.35,25.53
2056,25.17,25.36
2057,25.32,25.51
2058,25.40,25.58
2059,25.46,25.65
2060,25.22,25.39
2061,25.44,25.62
2062,25.26,25.47
2063,25.23,25.42
2064,25.30,25.51
2065,25.29,25.47
2066,25.35,25.57
2067,25.42,25.61
2068,25.37,25.53
2069,25.71,25.89
2070,25.45,25.64
2071,25.47,25.65
2072,25.51,25.69
2073,25.47,25.64
2074,25.59,25.78
2075,25.68,25.85
2076,25.58,25.77
2077,25.38,25.59
2078,25.65,25.83
2079,25.59,25.74
2080,25.40,25.60
2081,25.66,25.80
2082,25.70,25.86
2083,25.73,25.91
2084,25.71,25.85
2085,25.63,25.81
2086,25.67,25.84
2087,25.74,25.89
2088,25.70,25.89
2089,25.79,25.96
2090,25.61,25.82
2091,25.73,25.92
2092,25.74,25.92
2093,25.62,25.82
2094,25.85,26.00
2095,25.67,25.85
2096,25.76,25.92
2097,25.65,25.84
2098,25.69,25.88
2099,25.84,26.02
2100,25.93,26.12
