Variable:,tas
,"Wallis and Futuna","Administrative unit not available"
2015,27.23,26.94
2016,27.24,26.93
2017,27.33,27.05
2018,27.25,26.94
2019,27.36,27.12
2020,27.37,27.09
2021,27.42,27.13
2022,27.44,27.11
2023,27.40,27.10
2024,27.58,27.29
2025,27.49,27.22
2026,27.55,27.26
2027,27.50,27.24
2028,27.49,27.24
2029,27.58,27.27
2030,27.61,27.31
2031,27.56,27.27
2032,27.57,27.27
2033,27.68,27.41
2034,27.63,27.33
2035,27.76,27.45
2036,27.66,27.38
2037,27.70,27.40
2038,27.84,27.50
2039,27.86,27.55
2040,27.82,27.47
2041,27.81,27.56
2042,27.88,27.54
2043,27.88,27.61
2044,27.89,27.57
2045,27.96,27.70
2046,27.95,27.65
2047,28.04,27.70
2048,27.96,27.63
2049,28.06,27.72
2050,28.03,27.68
2051,28.01,27.71
2052,28.14,27.79
2053,28.14,27.82
2054,28.11,27.79
2055,28.10,27.75
2056,28.17,27.81
2057,28.17,27.89
2058,28.19,27.82
2059,28.20,27.85
2060,28.21,27.89
2061,28.16,27.84
2062,28.23,27.89
2063,28.24,27.98
2064,28.27,27.95
2065,28.26,27.96
2066,28.29,27.94
2067,28.24,27.95
2068,28.35,27.94
2069,28.41,28.03
2070,28.39,28.07
2071,28.37,28.08
2072,28.32,27.98
2073,28.35,28.01
2074,28.36,28.06
2075,28.39,28.12
2076,28.43,28.14
2077,28.52,28.19
2078,28.45,28.20
2079,28.45,28.13
2080,28.44,28.08
2081,28.46,28.09
2082,28.43,28.16
2083,28.56,28.23
2084,28.53,28.19
2085,28.53,28.23
2086,28.58,28.22
2087,28.44,28.11
2088,28.44,28.14
2089,28.58,28.21
2090,28.49,28.18
2091,28.67,28.29
2092,28.56,28.24
2093,28.63,28.37
2094,28.68,28.39
2095,28.63,28.28
2096,28.57,28.27
2097,28.58,28.23
2098,28.46,28.15
2099,28.69,28.42
2100,28.80,28.50
