Variable:,tasmin
,"New Caledonia","Administrative unit not available"
2015,20.42,21.29
2016,20.40,21.30
2017,20.37,21.27
2018,20.37,21.27
2019,20.51,21.41
2020,20.57,21.46
2021,20.46,21.34
2022,20.50,21.36
2023,20.54,21.44
2024,20.58,21.45
2025,20.76,21.65
2026,20.51,21.42
2027,20.49,21.41
2028,20.56,21.45
2029,20.74,21.63
2030,20.68,21.58
2031,20.61,21.49
2032,20.64,21.53
2033,20.87,21.72
2034,20.74,21.65
2035,20.84,21.71
2036,20.84,21.73
2037,20.61,21.51
2038,20.77,21.66
2039,20.85,21.74
2040,20.90,21.76
2041,21.01,21.88
2042,21.00,21.88
2043,20.98,21.84
2044,20.97,21.86
2045,21.13,22.01
2046,20.98,21.84
2047,21.11,22.01
2048,21.03,21.91
2049,21.11,21.99
2050,21.15,22.03
2051,21.17,22.07
2052,20.97,21.85
2053,21.16,22.06
2054,21.17,22.05
2055,21.22,22.11
2056,21.24,22.11
2057,21.35,22.23
2058,21.20,22.09
2059,21.29,22.09
2060,21.35,22.22
2061,21.40,22.27
2062,21.11,22.00
2063,21.45,22.32
2064,21.48,22.37
2065,21.38,22.25
2066,21.49,22.41
2067,21.38,22.31
2068,21.39,22.32
2069,21.46,22.34
2070,21.50,22.39
2071,21.41,22.28
2072,21.44,22.33
2073,21.48,22.36
2074,21.68,22.55
2075,21.60,22.50
2076,21.37,22.28
2077,21.52,22.41
2078,21.82,22.71
2079,21.52,22.39
2080,21.61,22.52
2081,21.66,22.51
2082,21.63,22.50
2083,21.74,22.64
2084,21.78,22.66
2085,21.90,22.80
2086,21.72,22.61
2087,21.74,22.62
2088,21.71,22.58
2089,21.65,22.53
2090,21.60,22.51
2091,21.79,22.68
2092,21.75,22.64
2093,21.79,22.67
2094,21.75,22.65
2095,21.86,22.74
2096,21.72,22.58
2097,21.70,22.61
2098,21.77,22.66
2099,21.85,22.77
2100,21.80,22.69
