Variable:,tas
,"Cocos (Keeling) Islands","Administrative unit not available"
2015,26.52,26.27
2016,26.59,26.24
2017,26.67,26.39
2018,26.85,26.54
2019,26.74,26.42
2020,26.71,26.42
2021,26.78,26.50
2022,26.73,26.48
2023,26.78,26.50
2024,26.77,26.44
2025,26.66,26.38
2026,26.84,26.49
2027,26.69,26.37
2028,26.87,26.52
2029,26.84,26.48
2030,26.91,26.58
2031,26.78,26.42
2032,26.79,26.54
2033,26.88,26.57
2034,26.90,26.56
2035,27.11,26.69
2036,26.92,26.59
2037,26.87,26.59
2038,27.05,26.71
2039,27.11,26.76
2040,26.96,26.64
2041,27.09,26.74
2042,26.91,26.61
2043,26.93,26.56
2044,27.09,26.78
2045,27.10,26.81
2046,26.96,26.61
2047,26.96,26.66
2048,27.03,26.68
2049,26.97,26.69
2050,27.01,26.70
2051,27.07,26.72
2052,27.03,26.70
2053,26.87,26.50
2054,26.98,26.64
2055,26.99,26.72
2056,26.98,26.72
2057,26.82,26.46
2058,26.84,26.50
2059,27.15,26.81
2060,26.90,26.57
2061,27.04,26.73
2062,26.93,26.57
2063,26.94,26.55
2064,26.70,26.39
2065,26.92,26.56
2066,26.86,26.63
2067,27.10,26.74
2068,27.11,26.81
2069,26.84,26.51
2070,26.94,26.61
2071,27.05,26.75
2072,26.91,26.60
2073,26.93,26.59
2074,26.90,26.51
2075,27.02,26.65
2076,26.87,26.54
2077,27.00,26.61
2078,26.96,26.63
2079,26.94,26.62
2080,26.90,26.53
2081,26.89,26.61
2082,26.90,26.58
2083,27.07,26.72
2084,26.70,26.35
2085,26.70,26.37
2086,26.81,26.49
2087,26.90,26.58
2088,26.89,26.54
2089,26.69,26.38
2090,26.97,26.67
2091,26.94,26.60
2092,26.89,26.56
2093,26.83,26.49
2094,26.61,26.31
2095,26.94,26.64
2096,26.88,26.54
2097,26.77,26.39
2098,26.85,26.55
2099,26.75,26.42
2100,26.71,26.44
