Variable:,tas
,Tokelau,"Administrative unit not available"
2015,28.09,27.73
2016,28.22,27.85
2017,28.31,27.94
2018,28.20,27.84
2019,28.26,27.90
2020,28.42,28.07
2021,28.40,28.04
2022,28.34,27.97
2023,28.43,28.05
2024,28.43,28.07
2025,28.58,28.23
2026,28.52,28.16
2027,28.41,28.03
2028,28.57,28.21
2029,28.50,28.15
2030,28.49,28.14
2031,28.37,28.02
2032,28.14,27.78
2033,28.49,28.15
2034,28.53,28.19
2035,28.40,28.03
2036,28.47,28.10
2037,28.65,28.28
2038,28.62,28.27
2039,28.62,28.25
2040,28.58,28.22
2041,28.57,28.19
2042,28.56,28.20
2043,28.46,28.09
2044,28.65,28.27
2045,28.70,28.34
2046,28.56,28.22
2047,28.63,28.28
2048,28.51,28.15
2049,28.54,28.18
2050,28.46,28.09
2051,28.54,28.17
2052,28.57,28.18
2053,28.49,28.12
2054,28.49,28.13
2055,28.50,28.14
2056,28.59,28.21
2057,28.61,28.23
2058,28.57,28.21
2059,28.58,28.22
2060,28.48,28.12
2061,28.61,28.27
2062,28.64,28.28
2063,28.53,28.14
2064,28.39,28.03
2065,28.31,27.95
2066,28.55,28.18
2067,28.65,28.29
2068,28.69,28.33
2069,28.49,28.15
2070,28.54,28.18
2071,28.44,28.10
2072,28.40,28.04
2073,28.53,28.18
2074,28.50,28.16
2075,28.48,28.11
2076,28.53,28.18
2077,28.53,28.16
2078,28.55,28.18
2079,28.55,28.20
2080,28.42,28.08
2081,28.33,27.97
2082,28.53,28.17
2083,28.37,28.01
2084,28.46,28.09
2085,28.44,28.07
2086,28.36,28.00
2087,28.59,28.23
2088,28.34,27.99
2089,28.37,27.99
2090,28.42,28.06
2091,28.53,28.17
2092,28.33,27.97
2093,28.47,28.10
2094,28.52,28.13
2095,28.45,28.09
2096,28.44,28.05
2097,28.31,27.93
2098,28.49,28.12
2099,28.42,28.07
2100,28.50,28.09
