Variable:,tasmin
,"Cook Islands","Administrative unit not available"
2015,22.42,22.81
2016,22.35,22.75
2017,22.31,22.69
2018,22.37,22.76
2019,22.42,22.80
2020,22.52,22.91
2021,22.54,22.91
2022,22.42,22.82
2023,22.54,22.92
2024,22.55,22.95
2025,22.57,23.00
2026,22.68,23.04
2027,22.61,22.98
2028,22.52,22.91
2029,22.52,22.93
2030,22.64,23.01
2031,22.59,22.97
2032,22.47,22.89
2033,22.74,23.13
2034,22.66,23.05
2035,22.82,23.22
2036,22.64,23.04
2037,22.73,23.16
2038,22.85,23.24
2039,22.91,23.29
2040,22.72,23.12
2041,22.93,23.29
2042,22.76,23.14
2043,22.97,23.35
2044,22.94,23.31
2045,22.93,23.31
2046,22.97,23.37
2047,22.88,23.31
2048,22.87,23.24
2049,22.92,23.34
2050,22.97,23.38
2051,23.05,23.41
2052,23.03,23.42
2053,23.13,23.54
2054,23.15,23.52
2055,23.12,23.51
2056,22.98,23.38
2057,23.09,23.50
2058,23.24,23.62
2059,23.25,23.65
2060,23.06,23.46
2061,23.27,23.66
2062,23.11,23.51
2063,23.07,23.47
2064,23.18,23.57
2065,23.10,23.51
2066,23.14,23.55
2067,23.25,23.65
2068,23.17,23.54
2069,23.50,23.90
2070,23.29,23.68
2071,23.27,23.64
2072,23.35,23.74
2073,23.25,23.62
2074,23.39,23.78
2075,23.46,23.85
2076,23.37,23.78
2077,23.24,23.64
2078,23.43,23.83
2079,23.34,23.75
2080,23.28,23.69
2081,23.47,23.85
2082,23.53,23.90
2083,23.51,23.87
2084,23.49,23.88
2085,23.47,23.85
2086,23.51,23.87
2087,23.54,23.89
2088,23.52,23.91
2089,23.61,23.96
2090,23.36,23.78
2091,23.55,23.93
2092,23.56,23.93
2093,23.47,23.86
2094,23.69,24.05
2095,23.52,23.90
2096,23.54,23.94
2097,23.48,23.86
2098,23.53,23.90
2099,23.70,24.06
2100,23.74,24.11
