Variable:,tasmin
,Tokelau,"Administrative unit not available"
2015,25.62,25.45
2016,25.72,25.55
2017,25.72,25.54
2018,25.73,25.55
2019,25.77,25.60
2020,25.76,25.60
2021,25.92,25.72
2022,25.89,25.73
2023,25.92,25.73
2024,26.00,25.80
2025,25.87,25.70
2026,26.02,25.83
2027,26.06,25.89
2028,26.00,25.82
2029,26.11,25.91
2030,25.95,25.78
2031,26.09,25.91
2032,26.08,25.89
2033,26.18,26.01
2034,26.06,25.92
2035,26.08,25.94
2036,26.18,25.98
2037,26.24,26.02
2038,26.29,26.11
2039,26.25,26.05
2040,26.17,25.99
2041,26.27,26.09
2042,26.35,26.15
2043,26.25,26.07
2044,26.32,26.14
2045,26.27,26.09
2046,26.43,26.25
2047,26.52,26.35
2048,26.57,26.39
2049,26.49,26.33
2050,26.51,26.32
2051,26.55,26.39
2052,26.59,26.40
2053,26.49,26.34
2054,26.46,26.30
2055,26.60,26.41
2056,26.65,26.44
2057,26.63,26.44
2058,26.69,26.50
2059,26.71,26.54
2060,26.70,26.53
2061,26.61,26.45
2062,26.67,26.50
2063,26.78,26.61
2064,26.71,26.53
2065,26.77,26.60
2066,26.83,26.65
2067,26.72,26.56
2068,26.94,26.76
2069,26.86,26.66
2070,26.76,26.60
2071,26.82,26.65
2072,26.84,26.65
2073,26.93,26.75
2074,26.89,26.70
2075,26.88,26.74
2076,26.91,26.74
2077,27.00,26.83
2078,27.02,26.86
2079,27.05,26.85
2080,27.03,26.90
2081,26.98,26.83
2082,26.95,26.75
2083,27.03,26.87
2084,27.05,26.84
2085,27.02,26.83
2086,27.07,26.87
2087,26.96,26.78
2088,27.02,26.84
2089,27.12,26.95
2090,27.10,26.88
2091,27.10,26.94
2092,27.05,26.87
2093,27.12,26.96
2094,27.07,26.90
2095,27.14,26.96
2096,27.14,26.98
2097,27.16,26.97
2098,27.05,26.88
2099,27.14,26.98
2100,27.13,26.98
