Variable:,tasmin
,"British Indian Ocean Territory","Administrative unit not available"
2015,24.88,24.63
2016,24.75,24.50
2017,25.16,24.92
2018,24.83,24.58
2019,24.97,24.70
2020,25.17,24.90
2021,25.10,24.85
2022,25.12,24.89
2023,25.14,24.88
2024,25.09,24.83
2025,25.09,24.83
2026,25.29,25.04
2027,24.99,24.72
2028,25.23,25.01
2029,25.25,24.98
2030,25.27,25.03
2031,25.28,24.94
2032,25.17,24.91
2033,25.26,24.98
2034,25.22,24.97
2035,25.33,25.05
2036,25.38,25.12
2037,25.33,25.04
2038,25.50,25.27
2039,25.29,25.01
2040,25.36,25.08
2041,25.60,25.32
2042,25.32,24.99
2043,25.24,25.00
2044,25.34,25.08
2045,25.42,25.14
2046,25.31,25.09
2047,25.52,25.27
2048,25.43,25.15
2049,25.36,25.11
2050,25.45,25.20
2051,25.34,25.15
2052,25.36,25.11
2053,25.22,24.94
2054,25.30,25.04
2055,25.21,24.93
2056,25.20,24.92
2057,25.13,24.85
2058,25.38,25.08
2059,25.36,25.09
2060,25.35,25.11
2061,25.35,25.10
2062,25.36,25.09
2063,25.39,25.09
2064,25.30,25.11
2065,25.16,24.86
2066,25.43,25.13
2067,25.31,25.07
2068,25.34,25.10
2069,25.29,25.03
2070,25.28,25.07
2071,25.51,25.24
2072,25.17,24.92
2073,25.13,24.90
2074,25.47,25.22
2075,25.14,24.91
2076,25.19,24.94
2077,25.41,25.15
2078,25.25,25.04
2079,25.27,25.04
2080,25.47,25.26
2081,25.15,24.88
2082,25.27,25.01
2083,25.40,25.10
2084,25.25,24.97
2085,25.24,24.95
2086,25.16,24.89
2087,25.35,25.12
2088,25.24,25.04
2089,25.14,24.91
2090,25.32,25.06
2091,25.30,25.09
2092,25.12,24.92
2093,25.03,24.76
2094,25.32,25.06
2095,25.22,24.97
2096,25.26,25.01
2097,25.18,24.93
2098,25.13,24.90
2099,25.29,25.01
2100,25.20,24.93
