Variable:,tas
,"British Indian Ocean Territory","Administrative unit not available"
2015,26.96,26.59
2016,26.86,26.51
2017,27.24,26.93
2018,26.95,26.59
2019,27.07,26.69
2020,27.27,26.90
2021,27.19,26.87
2022,27.20,26.83
2023,27.23,26.87
2024,27.21,26.84
2025,27.19,26.82
2026,27.36,27.00
2027,27.10,26.72
2028,27.26,26.93
2029,27.29,26.92
2030,27.38,27.06
2031,27.33,26.92
2032,27.22,26.87
2033,27.30,26.95
2034,27.25,26.92
2035,27.39,27.03
2036,27.38,27.07
2037,27.45,27.06
2038,27.40,27.01
2039,27.22,26.82
2040,27.37,27.01
2041,27.49,27.13
2042,27.22,26.91
2043,27.23,26.89
2044,27.46,27.10
2045,27.49,27.13
2046,27.39,27.07
2047,27.56,27.21
2048,27.51,27.14
2049,27.46,27.08
2050,27.40,27.05
2051,27.48,27.17
2052,27.40,27.07
2053,27.31,26.95
2054,27.38,27.01
2055,27.31,26.92
2056,27.13,26.78
2057,27.24,26.85
2058,27.48,27.08
2059,27.49,27.12
2060,27.43,27.06
2061,27.40,27.05
2062,27.46,27.08
2063,27.42,27.03
2064,27.32,26.97
2065,27.21,26.84
2066,27.36,26.98
2067,27.42,27.06
2068,27.43,27.10
2069,27.19,26.89
2070,27.36,27.01
2071,27.58,27.21
2072,27.28,26.94
2073,27.21,26.85
2074,27.53,27.12
2075,27.18,26.85
2076,27.34,26.98
2077,27.40,27.03
2078,27.37,27.00
2079,27.35,27.01
2080,27.39,27.03
2081,27.21,26.87
2082,27.32,26.99
2083,27.44,27.11
2084,27.30,26.91
2085,27.11,26.75
2086,27.25,26.89
2087,27.33,27.00
2088,27.34,27.00
2089,27.27,26.94
2090,27.41,27.01
2091,27.40,27.10
2092,27.22,26.89
2093,27.13,26.75
2094,27.38,27.05
2095,27.33,26.98
2096,27.20,26.81
2097,27.28,26.93
2098,27.09,26.75
2099,27.35,27.02
2100,27.31,26.93
