Variable:,tas
,"Federated States of Micronesia","Administrative unit not available"
2015,27.38,27.39
2016,27.45,27.47
2017,27.47,27.49
2018,27.44,27.44
2019,27.44,27.48
2020,27.45,27.49
2021,27.60,27.60
2022,27.61,27.60
2023,27.58,27.63
2024,27.63,27.66
2025,27.68,27.72
2026,27.71,27.72
2027,27.70,27.71
2028,27.70,27.72
2029,27.72,27.71
2030,27.78,27.80
2031,27.74,27.76
2032,27.78,27.79
2033,27.88,27.91
2034,27.81,27.83
2035,27.89,27.92
2036,27.88,27.89
2037,27.89,27.91
2038,27.92,27.92
2039,28.05,28.03
2040,28.01,28.03
2041,27.99,28.00
2042,28.07,28.11
2043,27.97,28.00
2044,27.99,28.01
2045,28.01,28.03
2046,28.11,28.12
2047,28.18,28.17
2048,28.23,28.25
2049,28.20,28.23
2050,28.22,28.25
2051,28.21,28.22
2052,28.30,28.32
2053,28.25,28.29
2054,28.30,28.28
2055,28.34,28.36
2056,28.35,28.34
2057,28.42,28.44
2058,28.44,28.44
2059,28.38,28.37
2060,28.40,28.42
2061,28.40,28.43
2062,28.33,28.36
2063,28.58,28.59
2064,28.47,28.48
2065,28.40,28.42
2066,28.55,28.56
2067,28.55,28.55
2068,28.57,28.55
2069,28.50,28.53
2070,28.58,28.58
2071,28.65,28.67
2072,28.57,28.59
2073,28.59,28.58
2074,28.60,28.63
2075,28.55,28.58
2076,28.59,28.63
2077,28.74,28.75
2078,28.73,28.74
2079,28.78,28.78
2080,28.74,28.76
2081,28.67,28.70
2082,28.77,28.77
2083,28.78,28.78
2084,28.80,28.81
2085,28.74,28.76
2086,28.88,28.83
2087,28.79,28.79
2088,28.78,28.77
2089,28.85,28.86
2090,28.70,28.72
2091,28.97,28.99
2092,28.87,28.88
2093,28.85,28.86
2094,28.92,28.89
2095,28.93,28.97
2096,28.98,29.01
2097,28.82,28.85
2098,28.76,28.75
2099,28.76,28.78
2100,28.91,28.91
