Variable:,tasmin
,Niue,"Administrative unit not available"
2015,23.31,23.43
2016,23.20,23.37
2017,22.95,23.10
2018,23.42,23.54
2019,23.33,23.45
2020,23.34,23.47
2021,23.40,23.44
2022,23.29,23.55
2023,23.49,23.62
2024,23.30,23.46
2025,23.34,23.47
2026,23.63,23.72
2027,23.35,23.48
2028,23.47,23.54
2029,23.49,23.59
2030,23.16,23.31
2031,23.34,23.45
2032,23.57,23.74
2033,23.56,23.67
2034,23.56,23.70
2035,23.25,23.40
2036,23.64,23.84
2037,23.54,23.64
2038,23.38,23.49
2039,23.36,23.50
2040,23.57,23.65
2041,23.68,23.85
2042,23.91,24.00
2043,23.51,23.63
2044,23.44,23.60
2045,23.62,23.75
2046,23.62,23.81
2047,23.37,23.58
2048,23.57,23.74
2049,23.44,23.56
2050,23.65,23.74
2051,23.52,23.67
2052,23.57,23.72
2053,23.55,23.67
2054,23.50,23.65
2055,23.52,23.63
2056,23.49,23.59
2057,23.60,23.78
2058,23.60,23.73
2059,23.49,23.64
2060,23.65,23.76
2061,23.47,23.61
2062,23.72,23.85
2063,23.81,23.91
2064,23.70,23.81
2065,23.59,23.76
2066,23.54,23.69
2067,23.46,23.62
2068,23.63,23.78
2069,23.66,23.83
2070,23.52,23.64
2071,23.53,23.78
2072,23.58,23.74
2073,23.51,23.70
2074,23.45,23.61
2075,23.60,23.74
2076,23.45,23.57
2077,23.62,23.74
2078,23.60,23.72
2079,23.45,23.58
2080,23.56,23.66
2081,23.75,23.87
2082,23.58,23.75
2083,23.25,23.37
2084,23.44,23.53
2085,23.71,23.88
2086,23.47,23.54
2087,23.53,23.65
2088,23.39,23.56
2089,23.38,23.45
2090,23.37,23.45
2091,23.37,23.51
2092,23.55,23.67
2093,23.63,23.76
2094,23.45,23.54
2095,23.51,23.64
2096,23.59,23.73
2097,23.60,23.79
2098,23.25,23.35
2099,23.29,23.46
2100,23.28,23.39
