Variable:,tas
,"San Marino","Administrative unit not available"
2015,12.57,14.15
2016,12.20,13.84
2017,12.63,14.33
2018,12.56,14.14
2019,12.63,14.31
2020,12.33,13.94
2021,12.39,13.99
2022,12.97,14.60
2023,12.73,14.35
2024,12.58,14.24
2025,13.17,14.71
2026,12.63,14.37
2027,12.92,14.64
2028,12.92,14.66
2029,12.85,14.54
2030,12.65,14.42
2031,12.89,14.62
2032,13.09,14.88
2033,12.86,14.61
2034,13.11,14.85
2035,13.16,14.82
2036,13.30,15.02
2037,13.22,14.91
2038,13.02,14.66
2039,13.28,14.87
2040,13.19,14.85
2041,12.88,14.54
2042,12.74,14.42
2043,13.28,14.92
2044,12.78,14.30
2045,12.82,14.56
2046,12.97,14.70
2047,12.97,14.43
2048,12.84,14.67
2049,12.86,14.49
2050,13.11,14.88
2051,13.05,14.75
2052,13.04,14.77
2053,13.01,14.67
2054,13.11,14.79
2055,13.25,14.84
2056,13.04,14.78
2057,12.84,14.62
2058,13.21,15.01
2059,13.44,15.13
2060,13.03,14.57
2061,13.16,14.80
2062,13.23,14.81
2063,13.01,14.72
2064,13.18,14.84
2065,12.94,14.62
2066,12.78,14.49
2067,12.90,14.51
2068,13.11,14.87
2069,13.08,14.77
2070,13.16,14.93
2071,13.10,14.66
2072,13.37,15.10
2073,13.07,14.72
2074,12.54,14.21
2075,12.72,14.43
2076,13.26,14.80
2077,13.06,14.44
2078,13.05,14.67
2079,12.74,14.57
2080,13.47,15.04
2081,13.56,15.15
2082,12.85,14.61
2083,12.87,14.64
2084,12.77,14.37
2085,13.22,14.60
2086,13.16,14.82
2087,12.16,13.99
2088,13.02,14.77
2089,13.80,15.30
2090,13.11,14.83
2091,12.83,14.51
2092,12.74,14.32
2093,12.85,14.49
2094,12.48,14.19
2095,12.92,14.56
2096,12.73,14.23
2097,12.99,14.79
2098,12.72,14.41
2099,12.60,14.36
2100,12.69,14.45
