Variable:,tas
,Svalbard,"Administrative unit not available"
2015,-5.68,-4.95
2016,-6.07,-5.27
2017,-5.68,-4.96
2018,-5.55,-4.81
2019,-5.31,-4.62
2020,-6.00,-5.28
2021,-5.20,-4.46
2022,-5.54,-4.78
2023,-5.50,-4.75
2024,-5.46,-4.74
2025,-5.83,-5.10
2026,-5.40,-4.65
2027,-5.61,-4.83
2028,-5.49,-4.72
2029,-5.18,-4.51
2030,-4.72,-3.98
2031,-4.40,-3.72
2032,-5.03,-4.23
2033,-5.16,-4.34
2034,-4.22,-3.53
2035,-4.56,-3.81
2036,-4.57,-3.90
2037,-4.71,-3.90
2038,-3.68,-2.94
2039,-3.93,-3.15
2040,-4.17,-3.47
2041,-3.70,-2.99
2042,-3.90,-3.17
2043,-3.75,-2.98
2044,-2.90,-2.20
2045,-4.05,-3.22
2046,-3.12,-2.42
2047,-3.47,-2.75
2048,-3.26,-2.51
2049,-2.77,-2.02
2050,-2.55,-1.88
2051,-3.00,-2.28
2052,-2.93,-2.22
2053,-3.25,-2.59
2054,-2.77,-2.08
2055,-2.76,-2.02
2056,-3.13,-2.44
2057,-2.22,-1.34
2058,-2.61,-1.90
2059,-2.85,-2.12
2060,-2.76,-2.08
2061,-2.14,-1.53
2062,-2.07,-1.39
2063,-2.24,-1.59
2064,-1.59,-0.96
2065,-2.17,-1.55
2066,-2.10,-1.39
2067,-2.07,-1.37
2068,-1.34,-0.67
2069,-1.94,-1.26
2070,-1.64,-0.89
2071,-0.76,-0.19
2072,-1.45,-0.76
2073,-1.44,-0.77
2074,-2.04,-1.33
2075,-1.77,-1.09
2076,-1.33,-0.68
2077,-0.96,-0.27
2078,-0.63,-0.01
2079,-0.59,0.04
2080,-0.65,-0.07
2081,-0.83,-0.22
2082,-0.65,0.03
2083,-1.08,-0.41
2084,-1.29,-0.65
2085,-0.76,-0.11
2086,-0.83,-0.23
2087,-0.68,-0.10
2088,-0.61,0.02
2089,-1.11,-0.45
2090,-0.84,-0.23
2091,-1.09,-0.37
2092,-0.63,-0.02
2093,-0.08,0.48
2094,0.02,0.61
2095,-0.18,0.50
2096,-0.12,0.42
2097,-0.06,0.54
2098,0.13,0.65
2099,0.25,0.79
2100,-0.45,0.26
