Variable:,tas
,Nauru,"Administrative unit not available"
2015,27.47,27.39
2016,27.58,27.50
2017,27.81,27.73
2018,27.35,27.26
2019,27.69,27.62
2020,27.95,27.83
2021,27.78,27.69
2022,27.81,27.70
2023,27.86,27.77
2024,27.80,27.75
2025,28.17,28.02
2026,28.07,27.98
2027,28.07,27.98
2028,27.92,27.84
2029,27.81,27.70
2030,27.93,27.82
2031,27.89,27.77
2032,27.37,27.29
2033,27.94,27.83
2034,28.17,28.08
2035,28.05,27.94
2036,27.73,27.67
2037,28.01,27.89
2038,27.98,27.87
2039,27.94,27.87
2040,28.03,27.93
2041,27.86,27.76
2042,27.82,27.73
2043,27.87,27.79
2044,28.18,28.08
2045,28.17,28.07
2046,28.06,27.96
2047,27.91,27.84
2048,28.10,28.00
2049,27.90,27.79
2050,28.05,27.96
2051,28.10,27.98
2052,28.15,28.02
2053,27.80,27.71
2054,27.80,27.70
2055,27.83,27.73
2056,28.05,27.94
2057,28.00,27.92
2058,28.10,28.00
2059,28.01,27.91
2060,27.79,27.75
2061,28.11,28.01
2062,28.01,27.91
2063,28.06,27.96
2064,28.02,27.93
2065,27.71,27.62
2066,27.99,27.88
2067,28.20,28.10
2068,27.94,27.87
2069,27.88,27.84
2070,27.98,27.87
2071,27.87,27.79
2072,27.82,27.73
2073,28.08,27.94
2074,28.06,27.96
2075,27.74,27.68
2076,28.23,28.16
2077,28.06,27.95
2078,28.08,27.98
2079,28.15,28.08
2080,27.87,27.77
2081,27.89,27.78
2082,27.71,27.64
2083,27.88,27.80
2084,28.10,28.02
2085,27.70,27.61
2086,27.89,27.80
2087,27.98,27.90
2088,27.90,27.80
2089,27.98,27.89
2090,27.94,27.82
2091,27.79,27.71
2092,27.70,27.61
2093,27.81,27.75
2094,28.04,27.93
2095,27.84,27.75
2096,27.58,27.50
2097,27.73,27.66
2098,27.97,27.87
2099,28.19,28.09
2100,28.07,27.95
