Variable:,tasmin
,Iran,Kermanshah,Bushehr,"Chaharmahal-o bakhtiyar","East Azarbayejan",Esfahan,Fars,Gilan,Hamedan,Khorasan,Hormozgan,Ilam,Kerman,Khuzestan,"Kohgiluyeh va boyerahma",Kordestan,"Administrative unit not available",Lorestan,Markazi,Mazandaran,Semnan,"Sistan-o baluchestan",Tehran,"West Azarbayejan",Yazd,Zanjan,Ardebil,Golestan,Ghazvin,Ghom
2054,12.21,11.24,23.67,11.64,5.62,9.92,15.36,6.07,4.72,12.07,22.35,17.46,12.75,19.43,18.30,6.57,12.57,11.51,6.13,8.57,14.32,18.53,11.63,6.07,10.18,4.04,5.73,11.86,5.46,8.36
2055,12.50,11.60,23.84,11.98,6.11,10.24,15.55,6.29,5.30,12.43,22.48,17.63,12.84,19.59,18.56,6.90,12.83,11.83,6.61,8.97,14.75,18.68,12.12,6.49,10.29,4.65,5.95,12.14,5.96,8.76
2056,12.54,11.78,23.92,12.27,6.38,10.49,15.66,6.41,5.50,12.29,22.38,17.87,12.96,19.81,18.69,7.16,12.77,12.11,6.88,8.87,14.57,18.64,12.17,6.71,10.48,4.87,6.22,11.93,6.04,9.05
2057,12.14,11.22,23.44,11.50,5.74,9.76,15.29,5.63,4.73,11.97,22.37,17.29,12.78,19.31,18.07,6.57,12.20,11.42,6.10,8.10,14.02,18.73,11.47,6.05,10.05,4.03,5.54,11.44,5.24,8.36
2058,12.17,10.85,23.57,11.52,5.55,10.00,15.40,5.77,4.49,12.03,22.32,17.05,12.88,19.22,18.13,6.28,12.27,11.19,6.00,8.36,14.36,18.46,11.52,6.04,10.34,4.05,5.48,11.64,5.32,8.34
2059,12.36,11.41,23.78,11.91,5.78,10.25,15.51,6.07,5.06,12.25,22.49,17.51,12.80,19.48,18.46,6.79,12.40,11.71,6.44,8.73,14.53,18.63,11.97,6.35,10.37,4.42,5.72,11.89,5.71,8.64
2060,12.18,11.37,23.72,11.85,5.83,10.04,15.50,6.09,5.03,11.83,22.49,17.55,12.76,19.49,18.43,6.71,12.26,11.62,6.38,8.38,14.09,18.58,11.69,6.23,10.20,4.37,5.70,11.44,5.63,8.53
2061,12.31,11.47,23.58,11.96,6.26,10.08,15.42,6.30,5.24,12.13,22.34,17.63,12.69,19.40,18.45,7.07,12.55,11.77,6.52,8.56,14.30,18.45,11.80,6.59,10.21,4.84,6.10,11.56,5.96,8.59
2062,12.32,11.29,23.42,11.54,5.73,9.93,15.28,5.92,4.79,12.39,22.33,17.37,12.78,19.25,18.12,6.61,12.50,11.43,6.16,8.56,14.42,18.69,11.71,6.18,10.27,4.21,5.62,12.01,5.57,8.39
2063,12.40,11.45,23.66,11.97,5.92,10.12,15.42,6.09,5.06,12.35,22.42,17.63,12.88,19.64,18.49,6.89,12.55,11.70,6.35,8.57,14.33,18.78,11.72,6.48,10.46,4.37,5.82,11.72,5.62,8.61
2064,12.43,11.38,23.68,11.64,6.25,10.23,15.42,6.03,5.21,12.29,22.48,17.84,12.86,19.56,18.22,7.09,12.63,11.68,6.42,8.83,14.70,18.63,11.88,6.58,10.52,4.71,5.91,12.04,5.75,8.53
2065,12.10,11.41,23.33,11.55,5.67,9.82,15.29,5.71,4.79,11.92,22.29,17.61,12.48,19.36,18.22,6.68,12.37,11.66,6.03,8.34,14.17,18.46,11.46,6.23,10.07,4.13,5.47,11.79,5.23,8.26
2066,11.86,11.37,23.43,11.72,5.66,9.69,15.24,5.77,4.75,11.42,22.05,17.73,12.33,19.59,18.19,6.51,12.08,11.66,6.07,8.12,13.81,18.04,11.40,6.13,9.87,4.04,5.52,11.37,5.31,8.09
2067,12.45,11.30,23.66,11.89,5.95,10.30,15.55,6.04,4.95,12.40,22.40,17.59,12.99,19.49,18.32,6.62,12.47,11.57,6.43,8.66,14.69,18.62,11.99,6.29,10.55,4.30,5.77,11.92,5.69,8.76
2068,12.24,11.66,23.84,11.91,6.10,10.08,15.45,6.12,5.36,11.82,22.40,17.79,12.69,19.67,18.44,7.14,12.42,12.01,6.59,8.40,14.28,18.54,11.81,6.73,10.25,4.63,5.92,11.39,5.78,8.64
2069,12.41,11.52,23.54,11.80,6.25,10.16,15.35,6.24,5.26,12.31,22.32,17.51,12.80,19.38,18.26,7.04,12.62,11.67,6.55,8.74,14.59,18.59,12.07,6.66,10.39,4.73,6.01,11.92,6.00,8.78
2070,12.43,11.35,23.74,11.72,5.95,10.00,15.47,5.99,4.94,12.38,22.63,17.47,13.05,19.50,18.32,6.67,12.35,11.65,6.32,8.45,14.50,19.02,11.77,6.36,10.37,4.43,5.71,11.79,5.68,8.52
2071,12.41,11.45,23.65,11.93,5.92,10.39,15.50,6.11,5.05,12.32,22.43,17.50,12.78,19.56,18.40,6.81,12.47,11.76,6.56,8.40,14.57,18.66,11.92,6.39,10.51,4.43,5.84,11.71,5.81,8.72
2072,12.06,11.50,23.33,11.61,6.04,9.76,15.00,6.25,4.94,11.84,22.00,17.70,12.29,19.44,18.09,6.88,12.60,11.63,6.17,8.51,14.13,18.18,11.74,6.39,9.86,4.54,5.92,11.80,5.68,8.38
2073,12.05,11.04,23.38,11.46,5.42,9.71,15.16,5.49,4.42,11.96,22.25,17.25,12.56,19.24,18.10,6.28,12.34,11.38,5.96,8.47,14.10,18.44,11.56,6.01,9.90,3.75,5.35,11.82,5.12,8.27
2074,12.01,11.23,23.32,11.52,5.74,9.75,15.06,5.77,4.84,11.79,22.09,17.24,12.45,19.18,18.04,6.64,12.22,11.49,6.17,8.29,13.92,18.45,11.54,6.27,9.82,4.18,5.60,11.45,5.41,8.41
2075,11.76,11.07,23.43,11.25,5.43,9.47,14.97,5.40,4.46,11.59,22.00,17.35,12.22,19.19,17.98,6.17,12.01,11.17,5.67,7.90,13.79,18.13,11.16,5.89,9.71,3.68,5.21,11.19,4.95,7.92
2076,12.19,11.45,23.47,11.79,5.97,9.99,15.26,6.22,5.06,12.00,22.13,17.57,12.57,19.52,18.31,6.78,12.54,11.73,6.41,8.64,14.28,18.32,11.77,6.44,10.15,4.44,5.88,11.74,5.75,8.61
2077,12.21,11.32,23.46,11.68,5.80,10.01,15.35,5.98,4.99,12.03,22.29,17.37,12.55,19.24,18.20,6.81,12.66,11.62,6.28,8.62,14.35,18.46,11.80,6.31,10.09,4.40,5.68,11.78,5.52,8.49
2078,12.03,11.44,23.54,11.80,5.91,9.87,15.13,6.09,4.83,11.70,22.09,17.49,12.29,19.43,18.36,6.82,12.51,11.71,6.15,8.48,14.11,18.22,11.55,6.40,9.89,4.32,5.89,11.62,5.57,8.31
2079,12.28,11.51,23.52,11.65,6.13,9.92,15.26,6.30,5.23,12.19,22.15,17.50,12.55,19.39,18.31,6.95,12.69,11.65,6.46,8.73,14.48,18.40,11.98,6.35,10.03,4.48,6.00,11.87,5.81,8.66
2080,11.99,11.07,23.46,11.47,5.56,9.65,15.04,5.75,4.43,11.92,22.10,17.38,12.37,19.26,18.07,6.30,12.34,11.41,5.90,8.19,14.08,18.34,11.33,6.03,9.83,3.86,5.59,11.53,5.15,8.12
2081,11.96,10.97,23.23,11.23,5.68,9.71,14.96,5.87,4.63,11.74,21.96,17.16,12.34,18.96,17.77,6.41,12.41,11.14,6.10,8.29,14.13,18.27,11.57,6.18,9.92,4.15,5.73,11.63,5.46,8.33
2082,12.29,11.47,23.45,11.68,5.85,10.07,15.24,6.10,4.96,12.30,22.08,17.45,12.66,19.34,18.18,6.87,12.66,11.62,6.30,8.60,14.48,18.37,11.77,6.34,10.26,4.33,5.85,11.97,5.57,8.49
2083,12.06,10.89,23.44,11.35,5.59,9.70,15.20,5.71,4.52,11.93,22.37,17.02,12.57,19.03,17.98,6.43,12.34,11.10,5.79,8.16,14.13,18.59,11.31,6.08,10.07,4.10,5.55,11.53,5.18,8.05
2084,12.36,11.50,23.68,12.05,5.93,10.30,15.50,6.26,5.10,12.16,22.26,17.48,12.67,19.45,18.57,6.85,12.77,11.82,6.56,8.93,14.60,18.42,12.04,6.41,10.41,4.48,5.93,12.05,5.82,8.76
2085,12.17,11.41,23.57,11.73,5.92,10.08,15.19,6.11,4.86,11.92,22.17,17.60,12.55,19.49,18.29,6.73,12.43,11.58,6.26,8.40,14.35,18.41,11.72,6.27,10.15,4.39,6.00,11.65,5.58,8.54
2086,12.16,11.29,23.53,11.58,6.08,9.86,15.16,5.90,4.88,12.04,22.21,17.41,12.49,19.40,18.19,6.60,12.43,11.55,6.24,8.37,14.30,18.46,11.61,6.35,9.99,4.25,5.85,11.73,5.42,8.52
2087,12.10,11.06,23.59,11.48,5.60,9.84,15.24,5.60,4.59,11.95,22.38,17.35,12.61,19.33,18.23,6.47,12.28,11.37,5.96,8.15,14.29,18.58,11.37,6.01,10.08,4.02,5.42,11.67,5.18,8.20
2088,12.08,11.22,23.38,11.87,5.80,10.00,15.23,6.10,4.80,11.83,22.21,17.40,12.41,19.35,18.27,6.61,12.47,11.39,6.27,8.50,14.30,18.14,11.77,6.21,10.05,4.33,5.87,11.75,5.58,8.51
2089,12.13,11.26,23.44,11.74,5.74,10.15,15.40,5.83,4.94,11.84,22.25,17.36,12.77,19.38,18.21,6.52,12.24,11.63,6.47,8.46,14.12,18.22,11.74,6.20,10.35,4.28,5.58,11.29,5.56,8.68
2090,11.77,10.61,23.22,11.23,5.51,9.40,14.81,5.48,4.23,11.66,21.96,17.07,12.25,19.06,17.85,6.04,12.08,11.20,5.79,8.08,13.84,18.11,11.29,5.93,9.61,3.74,5.37,11.36,4.98,7.99
2091,12.11,11.05,23.38,11.48,5.72,9.78,15.18,5.72,4.66,12.03,22.24,17.27,12.70,19.19,18.06,6.48,12.24,11.31,6.02,8.23,14.14,18.47,11.47,6.21,10.10,4.14,5.49,11.43,5.27,8.20
2092,12.09,10.96,23.43,11.74,5.56,10.11,15.24,5.61,4.52,12.05,22.05,17.37,12.54,19.48,18.21,6.14,12.24,11.31,6.10,8.13,14.12,18.19,11.49,6.08,10.36,3.70,5.42,11.49,5.24,8.42
2093,12.20,11.24,23.59,11.60,5.96,9.85,15.26,6.12,5.11,12.07,22.20,17.28,12.60,19.28,18.31,6.80,12.59,11.42,6.43,8.52,14.35,18.42,11.92,6.33,9.99,4.61,5.76,11.85,5.84,8.75
2094,12.14,11.20,23.40,11.47,5.68,9.88,15.16,5.76,4.77,12.08,22.09,17.34,12.64,19.23,18.07,6.54,12.26,11.37,6.03,8.25,14.17,18.55,11.45,6.13,10.12,4.31,5.60,11.54,5.39,8.26
2095,11.93,11.10,23.16,11.42,5.52,9.78,15.08,5.72,4.68,11.80,21.97,17.10,12.26,18.97,17.89,6.38,12.33,11.25,6.09,8.36,14.12,18.12,11.52,6.01,9.88,3.93,5.38,11.62,5.30,8.18
2096,11.85,10.91,23.17,11.35,5.46,9.61,14.96,5.50,4.50,11.76,21.87,17.04,12.22,19.01,17.95,6.33,12.04,11.13,5.85,8.23,14.01,18.15,11.42,5.78,9.73,3.94,5.29,11.52,5.23,8.07
2097,11.82,11.00,23.32,11.34,5.47,9.58,15.08,5.51,4.47,11.67,22.07,17.08,12.25,19.04,17.96,6.31,11.93,11.17,5.76,7.98,14.04,18.08,11.20,6.02,9.87,3.83,5.19,11.35,5.11,7.95
2098,11.75,10.75,23.08,11.25,5.10,9.71,14.91,5.44,4.40,11.59,21.95,16.84,12.30,18.82,17.77,6.16,11.92,10.96,5.85,7.89,13.73,18.08,11.19,5.70,9.92,3.75,5.17,11.11,5.01,8.08
2099,12.03,11.13,23.24,11.54,5.67,9.84,15.14,5.68,4.86,11.87,22.14,17.22,12.50,19.21,18.10,6.67,12.18,11.22,6.18,8.09,13.96,18.43,11.42,6.25,10.03,4.13,5.38,11.43,5.50,8.36
2100,12.01,11.00,23.29,11.47,5.49,9.72,15.11,5.71,4.57,11.92,22.14,17.10,12.44,19.10,18.05,6.24,12.41,11.28,5.95,8.14,13.99,18.44,11.37,5.89,9.93,3.95,5.52,11.48,5.24,8.11
