Variable:,tas
,Monaco,"Administrative unit not available"
2015,10.74,16.76
2016,10.74,16.85
2017,10.68,16.64
2018,10.81,16.80
2019,10.82,17.04
2020,10.89,16.93
2021,10.92,16.93
2022,11.12,17.10
2023,10.90,16.99
2024,11.04,17.01
2025,11.09,17.05
2026,11.33,17.20
2027,11.18,17.17
2028,11.08,17.03
2029,11.19,17.15
2030,10.91,17.05
2031,11.11,17.26
2032,11.62,17.58
2033,11.23,17.17
2034,11.56,17.53
2035,11.40,17.40
2036,11.53,17.47
2037,11.38,17.36
2038,11.59,17.47
2039,11.45,17.38
2040,11.34,17.38
2041,11.47,17.33
2042,11.55,17.48
2043,11.46,17.37
2044,11.40,17.37
2045,11.58,17.65
2046,11.41,17.45
2047,11.75,17.60
2048,11.98,17.83
2049,11.89,17.66
2050,12.15,17.98
2051,11.96,17.86
2052,11.83,17.80
2053,12.07,17.95
2054,12.00,17.82
2055,12.28,18.08
2056,12.06,17.98
2057,12.12,18.16
2058,12.24,18.11
2059,12.31,18.24
2060,12.16,18.18
2061,12.20,18.15
2062,12.27,18.03
2063,12.52,18.43
2064,12.00,17.93
2065,12.43,18.32
2066,12.26,18.20
2067,12.25,18.18
2068,12.37,18.30
2069,12.36,18.23
2070,12.18,18.08
2071,12.44,18.37
2072,12.23,18.18
2073,12.42,18.31
2074,12.48,18.43
2075,12.31,18.17
2076,12.40,18.40
2077,12.31,18.19
2078,12.81,18.52
2079,12.56,18.33
2080,12.32,18.21
2081,12.49,18.35
2082,12.72,18.49
2083,12.61,18.64
2084,12.65,18.63
2085,12.58,18.40
2086,12.86,18.65
2087,12.82,18.77
2088,12.92,18.67
2089,12.90,18.66
2090,13.03,18.83
2091,12.74,18.61
2092,12.95,18.65
2093,12.78,18.62
2094,12.79,18.60
2095,12.63,18.46
2096,13.25,18.88
2097,12.72,18.65
2098,13.11,18.83
2099,13.02,18.83
2100,12.94,18.82
