Variable:,tasmin
,"Cocos (Keeling) Islands","Administrative unit not available"
2015,24.65,24.47
2016,24.61,24.43
2017,24.59,24.42
2018,24.66,24.47
2019,24.73,24.56
2020,24.76,24.58
2021,24.80,24.61
2022,24.80,24.61
2023,24.93,24.75
2024,24.91,24.69
2025,24.92,24.72
2026,24.86,24.70
2027,24.95,24.80
2028,24.89,24.71
2029,24.89,24.72
2030,24.94,24.75
2031,24.96,24.78
2032,24.94,24.76
2033,25.00,24.79
2034,24.98,24.76
2035,25.00,24.83
2036,25.05,24.84
2037,25.02,24.80
2038,25.03,24.81
2039,25.01,24.83
2040,25.04,24.85
2041,25.04,24.86
2042,25.05,24.86
2043,25.16,24.90
2044,25.12,24.93
2045,25.06,24.89
2046,25.17,25.01
2047,25.15,24.92
2048,25.13,25.00
2049,25.16,25.02
2050,25.13,24.96
2051,25.22,25.08
2052,25.13,24.95
2053,25.12,24.92
2054,25.14,25.01
2055,25.17,24.96
2056,25.13,24.92
2057,25.05,24.89
2058,25.12,24.87
2059,25.16,24.99
2060,25.41,25.23
2061,25.24,25.05
2062,25.20,25.02
2063,25.13,24.97
2064,25.28,25.09
2065,25.12,24.94
2066,25.27,25.06
2067,25.15,24.94
2068,25.24,25.07
2069,25.16,24.99
2070,25.16,24.96
2071,25.10,24.95
2072,25.23,25.05
2073,25.15,25.02
2074,25.33,25.14
2075,25.19,24.96
2076,25.26,25.05
2077,25.14,24.94
2078,25.14,24.92
2079,25.06,24.88
2080,25.25,25.03
2081,25.31,25.10
2082,25.38,25.12
2083,25.25,25.05
2084,25.31,25.12
2085,25.17,25.01
2086,25.13,24.94
2087,25.15,24.93
2088,25.26,25.09
2089,25.19,25.05
2090,25.16,24.99
2091,25.02,24.90
2092,25.17,24.99
2093,25.13,24.98
2094,25.21,24.99
2095,25.13,24.97
2096,25.03,24.83
2097,25.16,24.96
2098,25.17,24.91
2099,25.10,24.84
2100,25.17,24.99
